O74740	Accession	Label	Set	CV_Fold
Q6P589	Q6P589	0	Training	0
Q9XI84	Q9XI84	0	Training	1
O14843	O14843	0	Training	2
P49793	P49793	0	Training	3
O13563	O13563	0	Training	4
Q965W2	Q965W2	0	Training	0
P07236	P07236	0	Training	1
Q9MAM4	Q9MAM4	0	Training	2
P42696	P42696	0	Training	3
P33448	P33448	0	Training	4
Q8WZK0	Q8WZK0	0	Training	0
P36631	P36631	0	Training	1
Q9NQW8	Q9NQW8	0	Training	2
Q13428	Q13428	0	Training	3
Q9FNK4	Q9FNK4	0	Training	4
Q9BTL3	Q9BTL3	0	Training	0
Q14686	Q14686	0	Training	1
Q8IWZ6	Q8IWZ6	0	Training	2
Q9NV70	Q9NV70	0	Training	3
Q93VR9	Q93VR9	0	Training	4
Q9NR90	Q9NR90	0	Training	0
Q9P287	Q9P287	0	Training	1
Q9H307	Q9H307	0	Training	2
P41920	P41920	0	Training	3
A2AG58	A2AG58	0	Training	4
O88484	O88484	0	Training	0
Q15014	Q15014	0	Training	1
P43122	P43122	0	Training	2
P36052	P36052	0	Training	3
Q9SD11	Q9SD11	0	Training	4
A9Y0K8	A9Y0K8	0	Training	0
O13826	O13826	0	Training	1
P83369	P83369	0	Training	2
A2RVJ8	A2RVJ8	0	Training	3
Q6RI63	Q6RI63	0	Training	4
Q9Y2G0	Q9Y2G0	0	Training	0
P06703	P06703	0	Training	1
P36080	P36080	0	Training	2
Q6GKV1	Q6GKV1	0	Training	3
Q9XI00	Q9XI00	0	Training	4
Q15811	Q15811	0	Training	0
P53218	P53218	0	Training	1
Q12036	Q12036	0	Training	2
Q8IXH6	Q8IXH6	0	Training	3
O94916	O94916	0	Training	4
Q149B8	Q149B8	0	Training	0
Q96IY1	Q96IY1	0	Training	1
P46997	P46997	0	Training	2
Q12487	Q12487	0	Training	3
P06786	P06786	0	Training	4
P98192	P98192	0	Training	0
Q23500	Q23500	0	Training	1
P28004	P28004	0	Training	2
Q8K459	Q8K459	0	Training	3
Q04408	Q04408	0	Training	4
Q05498	Q05498	0	Training	0
Q6MG82	Q6MG82	0	Training	1
Q9D742	Q9D742	0	Training	2
Q9Y7R3	Q9Y7R3	0	Training	3
F4HXU3	F4HXU3	0	Training	4
A0A1W2P872	A0A1W2P872	0	Training	0
Q9H4A3	Q9H4A3	0	Training	1
Q56Y74	Q56Y74	0	Training	2
Q6RFH5	Q6RFH5	0	Training	3
Q01448	Q01448	0	Training	4
P29033	P29033	0	Training	0
P06746	P06746	0	Training	1
Q38890	Q38890	0	Training	2
Q09961	Q09961	0	Training	3
Q9LZF1	Q9LZF1	0	Training	4
P40019	P40019	0	Training	0
Q9XH37	Q9XH37	0	Training	1
Q6F6B5	Q6F6B5	0	Training	2
Q8GXN9	Q8GXN9	0	Training	3
P32500	P32500	0	Training	4
Q38946	Q38946	0	Training	0
Q9SYQ0	Q9SYQ0	0	Training	1
P53067	P53067	0	Training	2
P49435	P49435	0	Training	3
O82239	O82239	0	Training	4
O09174	O09174	0	Training	0
Q80VR2	Q80VR2	0	Training	1
Q96DG6	Q96DG6	0	Training	2
P38826	P38826	0	Training	3
Q9GZN7	Q9GZN7	0	Training	4
Q337M4	Q337M4	0	Training	0
Q93ZM9	Q93ZM9	0	Training	1
Q0P5I5	Q0P5I5	0	Training	2
Q924C5	Q924C5	0	Training	3
Q9JKL5	Q9JKL5	0	Training	4
Q9DB96	Q9DB96	0	Training	0
P53123	P53123	0	Training	1
Q8WV24	Q8WV24	0	Training	2
F4I443	F4I443	0	Training	3
P47167	P47167	0	Training	4
Q96MH2	Q96MH2	0	Training	0
P25270	P25270	0	Training	1
Q95748	Q95748	0	Training	2
A2AKX3	A2AKX3	0	Training	3
Q9FFY9	Q9FFY9	0	Training	4
Q9LF24	Q9LF24	0	Training	0
Q8W4F1	Q8W4F1	0	Training	1
Q12136	Q12136	0	Training	2
P38281	P38281	0	Training	3
P05423	P05423	0	Training	4
O95800	O95800	0	Training	0
Q10432	Q10432	0	Training	1
Q9SKT1	Q9SKT1	0	Training	2
Q39033	Q39033	0	Training	3
Q15004	Q15004	0	Training	4
P98170	P98170	0	Training	0
Q969P6	Q969P6	0	Training	1
P09547	P09547	0	Training	2
Q9VMD0	Q9VMD0	0	Training	3
Q05863	Q05863	0	Training	4
Q8TD19	Q8TD19	0	Training	0
P39749	P39749	0	Training	1
P35348	P35348	0	Training	2
A2A5K6	A2A5K6	0	Training	3
Q9UUB5	Q9UUB5	0	Training	4
Q9DB00	Q9DB00	0	Training	0
Q09739	Q09739	0	Training	1
Q13156	Q13156	0	Training	2
P34784	P34784	0	Training	3
Q9UBU9	Q9UBU9	0	Training	4
Q9CQC7	Q9CQC7	0	Training	0
Q63377	Q63377	0	Training	1
Q12285	Q12285	0	Training	2
Q01842	Q01842	0	Training	3
P40038	P40038	0	Training	4
Q22795	Q22795	0	Training	0
Q04636	Q04636	0	Training	1
Q8R515	Q8R515	0	Training	2
Q67Y93	Q67Y93	0	Training	3
Q99LM3	Q99LM3	0	Training	4
A6NND4	A6NND4	0	Training	0
P41903	P41903	0	Training	1
P40492	P40492	0	Training	2
P47045	P47045	0	Training	3
Q9FFZ1	Q9FFZ1	0	Training	4
Q9NQC7	Q9NQC7	0	Training	0
Q80WK2	Q80WK2	0	Training	1
Q10572	Q10572	0	Training	2
Q0IIM8	Q0IIM8	0	Training	3
P53720	P53720	0	Training	4
Q9SJ50	Q9SJ50	0	Training	0
Q62847	Q62847	0	Training	1
P25359	P25359	0	Training	2
P50531	P50531	0	Training	3
P40574	P40574	0	Training	4
P19440	P19440	0	Training	0
Q12032	Q12032	0	Training	1
Q9H161	Q9H161	0	Training	2
Q8N543	Q8N543	0	Training	3
P52503	P52503	0	Training	4
Q14202	Q14202	0	Training	0
Q9NVI7	Q9NVI7	0	Training	1
Q8CJ27	Q8CJ27	0	Training	2
Q9P7U2	Q9P7U2	0	Training	3
P11703	P11703	0	Training	4
P99028	P99028	0	Training	0
Q9SRW7	Q9SRW7	0	Training	1
Q3UN04	Q3UN04	0	Training	2
Q20745	Q20745	0	Training	3
B3EWF7	B3EWF7	0	Training	4
A0A5F8MPU3	A0A5F8MPU3	0	Training	0
Q86W26	Q86W26	0	Training	1
Q8IVE3	Q8IVE3	0	Training	2
P82923	P82923	0	Training	3
O04983	O04983	0	Training	4
Q9SIW2	Q9SIW2	0	Training	0
P03880	P03880	0	Training	1
Q8VZV9	Q8VZV9	0	Training	2
Q9FFH0	Q9FFH0	0	Training	3
Q9FDW8	Q9FDW8	0	Training	4
Q04545	Q04545	0	Training	0
P38111	P38111	0	Training	1
P38855	P38855	0	Training	2
P49222	P49222	0	Training	3
Q39261	Q39261	0	Training	4
Q5ND04	Q5ND04	0	Training	0
P08708	P08708	0	Training	1
Q96AQ6	Q96AQ6	0	Training	2
V6CLN5	V6CLN5	0	Training	3
P83183	P83183	0	Training	4
Q9P0U1	Q9P0U1	0	Training	0
Q96GX8	Q96GX8	0	Training	1
Q9LDE4	Q9LDE4	0	Training	2
Q86VP6	Q86VP6	0	Training	3
O23680	O23680	0	Training	4
O70531	O70531	0	Training	0
P23023	P23023	0	Training	1
O14492	O14492	0	Training	2
Q01501	Q01501	0	Training	3
Q0JFZ0	Q0JFZ0	0	Training	4
Q9NSP4	Q9NSP4	0	Training	0
P06506	P06506	0	Training	1
Q90ZS6	Q90ZS6	0	Training	2
Q2V2P9	Q2V2P9	0	Training	3
P22194	P22194	0	Training	4
Q08683	Q08683	0	Training	0
Q10214	Q10214	0	Training	1
Q92552	Q92552	0	Training	2
Q9ULU4	Q9ULU4	0	Training	3
Q9CQT2	Q9CQT2	0	Training	4
Q9C552	Q9C552	0	Training	0
Q9M0S5	Q9M0S5	0	Training	1
Q9UNQ2	Q9UNQ2	0	Training	2
O60447	O60447	0	Training	3
D3ZX63	D3ZX63	0	Training	4
Q8W191	Q8W191	0	Training	0
O49929	O49929	0	Training	1
P06267	P06267	0	Training	2
Q9UUG9	Q9UUG9	0	Training	3
Q9Y239	Q9Y239	0	Training	4
Q96C12	Q96C12	0	Training	0
Q9NZC9	Q9NZC9	0	Training	1
Q6W2J9	Q6W2J9	0	Training	2
Q8R331	Q8R331	0	Training	3
Q7Z5Q5	Q7Z5Q5	0	Training	4
Q9VFG8	Q9VFG8	0	Training	0
P25368	P25368	0	Training	1
Q6UB98	Q6UB98	0	Training	2
P28519	P28519	0	Training	3
O63075	O63075	0	Training	4
Q9SYM5	Q9SYM5	0	Training	0
P18888	P18888	0	Training	1
Q14DK4	Q14DK4	0	Training	2
Q61233	Q61233	0	Training	3
O95625	O95625	0	Training	4
Q9Y226	Q9Y226	0	Training	0
Q9SIV2	Q9SIV2	0	Training	1
P49021	P49021	0	Training	2
O76039	O76039	0	Training	3
O24463	O24463	0	Training	4
Q99PU7	Q99PU7	0	Training	0
P36130	P36130	0	Training	1
P47054	P47054	0	Training	2
Q8N699	Q8N699	0	Training	3
P58234	P58234	0	Training	4
Q8N3F8	Q8N3F8	0	Training	0
P40382	P40382	0	Training	1
Q9NPB1	Q9NPB1	0	Training	2
Q9P6I9	Q9P6I9	0	Training	3
Q9ST63	Q9ST63	0	Training	4
Q969Y2	Q969Y2	0	Training	0
F1MH24	F1MH24	0	Training	1
P59055	P59055	0	Training	2
Q9H0C3	Q9H0C3	0	Training	3
Q93YN0	Q93YN0	0	Training	4
Q00613	Q00613	0	Training	0
Q8IWV1	Q8IWV1	0	Training	1
Q13562	Q13562	0	Training	2
Q12146	Q12146	0	Training	3
Q12216	Q12216	0	Training	4
Q8LDV3	Q8LDV3	0	Training	0
Q07349	Q07349	0	Training	1
Q15047	Q15047	0	Training	2
Q9ZUT3	Q9ZUT3	0	Training	3
P39705	P39705	0	Training	4
Q84K96	Q84K96	0	Training	0
Q5M731	Q5M731	0	Training	1
O22802	O22802	0	Training	2
Q9WVM1	Q9WVM1	0	Training	3
P87238	P87238	0	Training	4
O73622	O73622	0	Training	0
Q9SLJ2	Q9SLJ2	0	Training	1
Q9EQR5	Q9EQR5	0	Training	2
Q8GY65	Q8GY65	0	Training	3
P46060	P46060	0	Training	4
P12787	P12787	0	Training	0
Q38FI2	Q38FI2	0	Training	1
Q5EAJ7	Q5EAJ7	0	Training	2
Q3YEC7	Q3YEC7	0	Training	3
Q8L999	Q8L999	0	Training	4
Q8IVS2	Q8IVS2	0	Training	0
P10898	P10898	0	Training	1
Q9NQV6	Q9NQV6	0	Training	2
P42842	P42842	0	Training	3
Q8BWT5	Q8BWT5	0	Training	4
Q5ND34	Q5ND34	0	Training	0
Q19872	Q19872	0	Training	1
Q680B9	Q680B9	0	Training	2
Q6K678	Q6K678	0	Training	3
Q9V8P9	Q9V8P9	0	Training	4
Q8L8M9	Q8L8M9	0	Training	0
P48732	P48732	0	Training	1
Q9ES73	Q9ES73	0	Training	2
O94397	O94397	0	Training	3
F4J8G7	F4J8G7	0	Training	4
Q04005	Q04005	0	Training	0
Q3SZ86	Q3SZ86	0	Training	1
P36078	P36078	0	Training	2
Q3U0V2	Q3U0V2	0	Training	3
Q9UPW6	Q9UPW6	0	Training	4
Q2KIR7	Q2KIR7	0	Training	0
Q9HCS7	Q9HCS7	0	Training	1
P30047	P30047	0	Training	2
Q9USQ4	Q9USQ4	0	Training	3
Q9Z1P6	Q9Z1P6	0	Training	4
Q9SKZ1	Q9SKZ1	0	Training	0
Q9H444	Q9H444	0	Training	1
O94864	O94864	0	Training	2
Q9NRY2	Q9NRY2	0	Training	3
O74374	O74374	0	Training	4
P46951	P46951	0	Training	0
P52172	P52172	0	Training	1
P03872	P03872	0	Training	2
Q9Y6K5	Q9Y6K5	0	Training	3
Q12277	Q12277	0	Training	4
Q15233	Q15233	0	Training	0
Q08B36	Q08B36	0	Training	1
P83456	P83456	0	Training	2
Q8LGJ5	Q8LGJ5	0	Training	3
Q7ZT47	Q7ZT47	0	Training	4
Q84W56	Q84W56	0	Training	0
Q8K330	Q8K330	0	Training	1
P52890	P52890	0	Training	2
Q9R061	Q9R061	0	Training	3
Q8GZA8	Q8GZA8	0	Training	4
Q7KMJ6	Q7KMJ6	0	Training	0
Q5H943	Q5H943	0	Training	1
P51587	P51587	0	Training	2
Q6T938	Q6T938	0	Training	3
Q9LQK7	Q9LQK7	0	Training	4
Q3MV14	Q3MV14	0	Training	0
Q20024	Q20024	0	Training	1
Q08287	Q08287	0	Training	2
Q9UIG0	Q9UIG0	0	Training	3
P36516	P36516	0	Training	4
Q0WX00	Q0WX00	0	Training	0
P36532	P36532	0	Training	1
Q3URK3	Q3URK3	0	Training	2
Q8N165	Q8N165	0	Training	3
Q6W0C5	Q6W0C5	0	Training	4
Q8MLV1	Q8MLV1	0	Training	0
Q9H5U6	Q9H5U6	0	Training	1
P23615	P23615	0	Training	2
A0A2R8VHF7	A0A2R8VHF7	0	Training	3
Q54TN2	Q54TN2	0	Training	4
G4LTX4	G4LTX4	0	Training	0
Q9H227	Q9H227	0	Training	1
Q9ULX3	Q9ULX3	0	Training	2
Q38893	Q38893	0	Training	3
Q80WJ1	Q80WJ1	0	Training	4
Q03385	Q03385	0	Training	0
P32347	P32347	0	Training	1
Q39129	Q39129	0	Training	2
Q9USP9	Q9USP9	0	Training	3
Q9FYB5	Q9FYB5	0	Training	4
Q8BT35	Q8BT35	0	Training	0
P07390	P07390	0	Training	1
Q9C000	Q9C000	0	Training	2
Q3KP66	Q3KP66	0	Training	3
Q9Y508	Q9Y508	0	Training	4
Q63HN8	Q63HN8	0	Training	0
P82869	P82869	0	Training	1
Q9UKV3	Q9UKV3	0	Training	2
Q9BY77	Q9BY77	0	Training	3
P38687	P38687	0	Training	4
Q80YF9	Q80YF9	0	Training	0
Q03433	Q03433	0	Training	1
P49792	P49792	0	Training	2
O74792	O74792	0	Training	3
Q8WYK0	Q8WYK0	0	Training	4
P09959	P09959	0	Training	0
P11978	P11978	0	Training	1
Q8WXX5	Q8WXX5	0	Training	2
Q94BS2	Q94BS2	0	Training	3
A1ZAW0	A1ZAW0	0	Training	4
P15919	P15919	0	Training	0
O17286	O17286	0	Training	1
Q1K6Q3	Q1K6Q3	0	Training	2
Q9STS7	Q9STS7	0	Training	3
Q9P797	Q9P797	0	Training	4
Q9U213	Q9U213	0	Training	0
G5EFQ5	G5EFQ5	0	Training	1
Q99M04	Q99M04	0	Training	2
P38771	P38771	0	Training	3
Q9CQT7	Q9CQT7	0	Training	4
Q5I0X4	Q5I0X4	0	Training	0
P07261	P07261	0	Training	1
P78563	P78563	0	Training	2
A1A6M1	A1A6M1	0	Training	3
Q5SU73	Q5SU73	0	Training	4
Q9UI30	Q9UI30	0	Training	0
Q86WA8	Q86WA8	0	Training	1
P40154	P40154	0	Training	2
O94826	O94826	0	Training	3
Q9VRP5	Q9VRP5	0	Training	4
Q92917	Q92917	0	Training	0
Q8GYU3	Q8GYU3	0	Training	1
Q06683	Q06683	0	Training	2
Q9Z2N6	Q9Z2N6	0	Training	3
O62203	O62203	0	Training	4
Q12349	Q12349	0	Training	0
P38319	P38319	0	Training	1
Q00453	Q00453	0	Training	2
P53297	P53297	0	Training	3
Q8VCF0	Q8VCF0	0	Training	4
Q9USY4	Q9USY4	0	Training	0
Q9H6D3	Q9H6D3	0	Training	1
Q920G9	Q920G9	0	Training	2
P82924	P82924	0	Training	3
O74517	O74517	0	Training	4
C4QM85	C4QM85	0	Training	0
Q9SJX7	Q9SJX7	0	Training	1
Q6ZT62	Q6ZT62	0	Training	2
O88466	O88466	0	Training	3
A0A386CAB9	A0A386CAB9	0	Training	4
Q5AL36	Q5AL36	0	Training	0
Q7SA60	Q7SA60	0	Training	1
Q9W4S7	Q9W4S7	0	Training	2
Q9SU56	Q9SU56	0	Training	3
Q38834	Q38834	0	Training	4
J9VI03	J9VI03	0	Training	0
Q06344	Q06344	0	Training	1
Q9VBB3	Q9VBB3	0	Training	2
Q9CQY9	Q9CQY9	0	Training	3
Q6ZTU2	Q6ZTU2	0	Training	4
Q6PE84	Q6PE84	0	Training	0
P35228	P35228	0	Training	1
P45974	P45974	0	Training	2
P53260	P53260	0	Training	3
P83214	P83214	0	Training	4
P32336	P32336	0	Training	0
P09798	P09798	0	Training	1
Q9SE43	Q9SE43	0	Training	2
Q04613	Q04613	0	Training	3
O82392	O82392	0	Training	4
Q13487	Q13487	0	Training	0
Q99177	Q99177	0	Training	1
Q6NVF4	Q6NVF4	0	Training	2
O49660	O49660	0	Training	3
Q62769	Q62769	0	Training	4
H9JBU5	H9JBU5	0	Training	0
Q967U1	Q967U1	0	Training	1
P53136	P53136	0	Training	2
P70423	P70423	0	Training	3
Q06632	Q06632	0	Training	4
Q8TEK3	Q8TEK3	0	Training	0
Q8N140	Q8N140	0	Training	1
Q9NP98	Q9NP98	0	Training	2
P40387	P40387	0	Training	3
Q12020	Q12020	0	Training	4
O94428	O94428	0	Training	0
P47041	P47041	0	Training	1
Q96WW2	Q96WW2	0	Training	2
P82192	P82192	0	Training	3
Q6XP49	Q6XP49	0	Training	4
Q9UN81	Q9UN81	0	Training	0
Q23973	Q23973	0	Training	1
Q07540	Q07540	0	Training	2
Q90941	Q90941	0	Training	3
Q9VNS0	Q9VNS0	0	Training	4
O18017	O18017	0	Training	0
Q93ZF6	Q93ZF6	0	Training	1
Q5FWH3	Q5FWH3	0	Training	2
Q8TEA8	Q8TEA8	0	Training	3
Q8NFU0	Q8NFU0	0	Training	4
P53114	P53114	0	Training	0
Q9ERG0	Q9ERG0	0	Training	1
Q03338	Q03338	0	Training	2
A0A1D8PRB7	A0A1D8PRB7	0	Training	3
O95630	O95630	0	Training	4
P82920	P82920	0	Training	0
Q8LGD5	Q8LGD5	0	Training	1
B7Z0X7	B7Z0X7	0	Training	2
Q20060	Q20060	0	Training	3
P16622	P16622	0	Training	4
Q9VUF8	Q9VUF8	0	Training	0
P34223	P34223	0	Training	1
Q06162	Q06162	0	Training	2
Q84JG2	Q84JG2	0	Training	3
F4I902	F4I902	0	Training	4
Q9UPV0	Q9UPV0	0	Training	0
Q9JKX3	Q9JKX3	0	Training	1
A0A1D6IEG9	A0A1D6IEG9	0	Training	2
Q06639	Q06639	0	Training	3
Q8WXG6	Q8WXG6	0	Training	4
P82979	P82979	0	Training	0
Q9H190	Q9H190	0	Training	1
P51577	P51577	0	Training	2
P53850	P53850	0	Training	3
Q05930	Q05930	0	Training	4
Q5SSJ5	Q5SSJ5	0	Training	0
Q940L4	Q940L4	0	Training	1
P16451	P16451	0	Training	2
Q9LPZ4	Q9LPZ4	0	Training	3
P38996	P38996	0	Training	4
Q8L6Z4	Q8L6Z4	0	Training	0
Q4ADV7	Q4ADV7	0	Training	1
Q12184	Q12184	0	Training	2
Q9FFS4	Q9FFS4	0	Training	3
P34225	P34225	0	Training	4
Q84K35	Q84K35	0	Training	0
Q580X6	Q580X6	0	Training	1
P35790	P35790	0	Training	2
P31115	P31115	0	Training	3
Q9DBR0	Q9DBR0	0	Training	4
Q8WXD5	Q8WXD5	0	Training	0
Q99733	Q99733	0	Training	1
Q03770	Q03770	0	Training	2
Q13901	Q13901	0	Training	3
P53725	P53725	0	Training	4
Q1ZXQ0	Q1ZXQ0	0	Training	0
P09596	P09596	0	Training	1
P09597	P09597	0	Training	2
Q8IWZ4	Q8IWZ4	0	Training	3
Q0JEB7	Q0JEB7	0	Training	4
P53127	P53127	0	Training	0
P50874	P50874	0	Training	1
Q6YUS3	Q6YUS3	0	Training	2
Q84JF5	Q84JF5	0	Training	3
Q8WWM9	Q8WWM9	0	Training	4
P40897	P40897	0	Training	0
P53921	P53921	0	Training	1
O94704	O94704	0	Training	2
Q96LT9	Q96LT9	0	Training	3
Q09142	Q09142	0	Training	4
Q21209	Q21209	0	Training	0
F4KH86	F4KH86	0	Training	1
P03898	P03898	0	Training	2
Q5ZEF1	Q5ZEF1	0	Training	3
Q12497	Q12497	0	Training	4
Q9ZV24	Q9ZV24	0	Training	0
Q12166	Q12166	0	Training	1
Q5AP80	Q5AP80	0	Training	2
Q8IM30	Q8IM30	0	Training	3
P03911	P03911	0	Training	4
Q12040	Q12040	0	Training	0
Q71SY5	Q71SY5	0	Training	1
Q96T21	Q96T21	0	Training	2
P25348	P25348	0	Training	3
Q92349	Q92349	0	Training	4
Q8H1U5	Q8H1U5	0	Training	0
O49292	O49292	0	Training	1
Q9Y3S1	Q9Y3S1	0	Training	2
Q3SYG4	Q3SYG4	0	Training	3
Q5EU90	Q5EU90	0	Training	4
P22035	P22035	0	Training	0
O94522	O94522	0	Training	1
Q86TB9	Q86TB9	0	Training	2
Q9H0Z9	Q9H0Z9	0	Training	3
Q9NYV6	Q9NYV6	0	Training	4
Q6PI26	Q6PI26	0	Training	0
Q9H7Z3	Q9H7Z3	0	Training	1
Q9M9Y4	Q9M9Y4	0	Training	2
Q94JY0	Q94JY0	0	Training	3
Q06405	Q06405	0	Training	4
Q94A41	Q94A41	0	Training	0
Q9BPX3	Q9BPX3	0	Training	1
Q9LXI8	Q9LXI8	0	Training	2
Q9CAF4	Q9CAF4	0	Training	3
Q91XU0	Q91XU0	0	Training	4
P49677	P49677	0	Training	0
Q99MR6	Q99MR6	0	Training	1
Q9P2H5	Q9P2H5	0	Training	2
Q4WSD1	Q4WSD1	0	Training	3
Q08062	Q08062	0	Training	4
Q9JKY0	Q9JKY0	0	Training	0
P67870	P67870	0	Training	1
Q9LEZ1	Q9LEZ1	0	Training	2
P25583	P25583	0	Training	3
Q64MA3	Q64MA3	0	Training	4
Q8BY35	Q8BY35	0	Training	0
Q1K7L7	Q1K7L7	0	Training	1
Q9W1R4	Q9W1R4	0	Training	2
P29617	P29617	0	Training	3
Q9C7I5	Q9C7I5	0	Training	4
Q12247	Q12247	0	Training	0
P32773	P32773	0	Training	1
Q12094	Q12094	0	Training	2
P17987	P17987	0	Training	3
D3KY99	D3KY99	0	Training	4
Q24174	Q24174	0	Training	0
P27705	P27705	0	Training	1
Q9FNC7	Q9FNC7	0	Training	2
P40167	P40167	0	Training	3
O74511	O74511	0	Training	4
P34341	P34341	0	Training	0
Q8VDS3	Q8VDS3	0	Training	1
P60709	P60709	0	Training	2
O65370	O65370	0	Training	3
Q945K7	Q945K7	0	Training	4
P19735	P19735	0	Training	0
P21675	P21675	0	Training	1
Q15022	Q15022	0	Training	2
Q64442	Q64442	0	Training	3
P41698	P41698	0	Training	4
Q62315	Q62315	0	Training	0
Q9Y315	Q9Y315	0	Training	1
P40688	P40688	0	Training	2
P53327	P53327	0	Training	3
G5EED4	G5EED4	0	Training	4
P22289	P22289	0	Training	0
Q92546	Q92546	0	Training	1
O13911	O13911	0	Training	2
P40060	P40060	0	Training	3
A0A2K3DZC4	A0A2K3DZC4	0	Training	4
Q8S4F6	Q8S4F6	0	Training	0
Q8IRB5	Q8IRB5	0	Training	1
Q10SU5	Q10SU5	0	Training	2
Q9VT04	Q9VT04	0	Training	3
P06602	P06602	0	Training	4
Q8R3K3	Q8R3K3	0	Training	0
Q9CA67	Q9CA67	0	Training	1
P14064	P14064	0	Training	2
Q6SKR5	Q6SKR5	0	Training	3
G5EGK6	G5EGK6	0	Training	4
Q3E764	Q3E764	0	Training	0
Q06892	Q06892	0	Training	1
P40554	P40554	0	Training	2
Q8TC90	Q8TC90	0	Training	3
Q7JM44	Q7JM44	0	Training	4
U9W8F2	U9W8F2	0	Training	0
Q9VZM7	Q9VZM7	0	Training	1
Q04199	Q04199	0	Training	2
Q6A028	Q6A028	0	Training	3
Q01329	Q01329	0	Training	4
Q13315	Q13315	0	Training	0
Q9FKP4	Q9FKP4	0	Training	1
Q9LR64	Q9LR64	0	Training	2
Q6KCD5	Q6KCD5	0	Training	3
Q9BZJ8	Q9BZJ8	0	Training	4
Q23238	Q23238	0	Training	0
Q9LJ97	Q9LJ97	0	Training	1
Q00873	Q00873	0	Training	2
Q19972	Q19972	0	Training	3
A0A7P0TBJ1	A0A7P0TBJ1	0	Training	4
P46014	P46014	0	Training	0
P32790	P32790	0	Training	1
O14388	O14388	0	Training	2
G5EC32	G5EC32	0	Training	3
O77264	O77264	0	Training	4
P36523	P36523	0	Training	0
Q9VV74	Q9VV74	0	Training	1
Q38998	Q38998	0	Training	2
Q9FE46	Q9FE46	0	Training	3
Q9Y2R0	Q9Y2R0	0	Training	4
P0DKH5	P0DKH5	0	Training	0
Q24322	Q24322	0	Training	1
A0A143ZZK9	A0A143ZZK9	0	Training	2
Q10198	Q10198	0	Training	3
Q94B35	Q94B35	0	Training	4
Q86W42	Q86W42	0	Training	0
P87169	P87169	0	Training	1
O74356	O74356	0	Training	2
Q8LFH5	Q8LFH5	0	Training	3
Q9VKB9	Q9VKB9	0	Training	4
P03920	P03920	0	Training	0
Q7Y0F6	Q7Y0F6	0	Training	1
Q9FKQ7	Q9FKQ7	0	Training	2
P38127	P38127	0	Training	3
F4IDJ0	F4IDJ0	0	Training	4
Q1K730	Q1K730	0	Training	0
P24473	P24473	0	Training	1
Q9CPQ8	Q9CPQ8	0	Training	2
Q9H5Q4	Q9H5Q4	0	Training	3
Q96MT3	Q96MT3	0	Training	4
Q9CQ75	Q9CQ75	0	Training	0
Q8N5C6	Q8N5C6	0	Training	1
P38175	P38175	0	Training	2
Q8TEW0	Q8TEW0	0	Training	3
Q9VGE2	Q9VGE2	0	Training	4
Q9NYY8	Q9NYY8	0	Training	0
O44783	O44783	0	Training	1
Q505B8	Q505B8	0	Training	2
Q02614	Q02614	0	Training	3
Q9FPW4	Q9FPW4	0	Training	4
Q9H1J1	Q9H1J1	0	Training	0
Q8TAE8	Q8TAE8	0	Training	1
Q9C5S1	Q9C5S1	0	Training	2
O13807	O13807	0	Training	3
Q12788	Q12788	0	Training	4
A0A7J6K629	A0A7J6K629	0	Training	0
Q99P21	Q99P21	0	Training	1
Q80UF9	Q80UF9	0	Training	2
Q05043	Q05043	0	Training	3
Q96NE9	Q96NE9	0	Training	4
Q9M022	Q9M022	0	Training	0
Q96BY6	Q96BY6	0	Training	1
P24309	P24309	0	Training	2
Q6P2C8	Q6P2C8	0	Training	3
Q86WR6	Q86WR6	0	Training	4
Q923Q2	Q923Q2	0	Training	0
Q9NPJ4	Q9NPJ4	0	Training	1
P00522	P00522	0	Training	2
Q9C7A2	Q9C7A2	0	Training	3
Q9H0W9	Q9H0W9	0	Training	4
O14423	O14423	0	Training	0
O82286	O82286	0	Training	1
Q6NUA1	Q6NUA1	0	Training	2
P50749	P50749	0	Training	3
P28661	P28661	0	Training	4
Q9H8W5	Q9H8W5	0	Training	0
O35484	O35484	0	Training	1
P43605	P43605	0	Training	2
P38137	P38137	0	Training	3
B7WN96	B7WN96	0	Training	4
Q5BJZ6	Q5BJZ6	0	Training	0
O94740	O94740	0	Training	1
P34253	P34253	0	Training	2
Q8VYJ1	Q8VYJ1	0	Training	3
Q5N829	Q5N829	0	Training	4
Q9BU61	Q9BU61	0	Training	0
P0CY10	P0CY10	0	Training	1
O75695	O75695	0	Training	2
Q9FK13	Q9FK13	0	Training	3
Q02888	Q02888	0	Training	4
P36531	P36531	0	Training	0
Q8VIH1	Q8VIH1	0	Training	1
Q9V727	Q9V727	0	Training	2
Q9V9W8	Q9V9W8	0	Training	3
Q10Q07	Q10Q07	0	Training	4
Q9VVV9	Q9VVV9	0	Training	0
Q80ZG2	Q80ZG2	0	Training	1
Q03862	Q03862	0	Training	2
Q6P1X5	Q6P1X5	0	Training	3
O95503	O95503	0	Training	4
P0DYC3	P0DYC3	0	Training	0
Q9Y2Q9	Q9Y2Q9	0	Training	1
Q32SG5	Q32SG5	0	Training	2
O74469	O74469	0	Training	3
P32451	P32451	0	Training	4
Q9BSD3	Q9BSD3	0	Training	0
O59744	O59744	0	Training	1
Q9HBL7	Q9HBL7	0	Training	2
P08679	P08679	0	Training	3
O49937	O49937	0	Training	4
