Q12396	Accession	Label	Set	CV_Fold	O74740
	O75324	0	Training	3	O75324
	O74381	0	Training	4	O74381
	Q9NJP9	0	Training	0	Q9NJP9
	J3QMY9	0	Training	1	J3QMY9
	Q9P382	0	Training	2	Q9P382
	Q8NAG6	0	Training	3	Q8NAG6
	Q949Q5	0	Training	4	Q949Q5
	P40692	0	Training	0	P40692
	Q4WJ81	0	Training	1	Q4WJ81
	Q8T053	0	Training	2	Q8T053
	Q3E7A3	0	Training	3	Q3E7A3
	P34122	0	Training	4	P34122
	A0A0B5L781	0	Training	0	A0A0B5L781
	Q9CQ29	0	Training	1	Q9CQ29
	Q9V4C8	0	Training	2	Q9V4C8
	O74361	0	Training	3	O74361
	O76054	0	Training	4	O76054
	G5EBV0	0	Training	0	G5EBV0
	Q09856	0	Training	1	Q09856
	Q9Z0Z7	0	Training	2	Q9Z0Z7
	Q92934	0	Training	3	Q92934
	P33895	0	Training	4	P33895
	Q96B77	0	Training	0	Q96B77
	Q9Y3C4	0	Training	1	Q9Y3C4
	P07978	0	Training	2	P07978
	Q9NX70	0	Training	3	Q9NX70
	P38204	0	Training	4	P38204
	Q71RC2	0	Training	0	Q71RC2
	Q8GXL3	0	Training	1	Q8GXL3
	Q8II12	0	Training	2	Q8II12
	F8VPJ6	0	Training	3	F8VPJ6
	O15047	0	Training	4	O15047
	Q02486	0	Training	0	Q02486
	Q9URX9	0	Training	1	Q9URX9
	Q6ASS9	0	Training	2	Q6ASS9
	Q8GXD9	0	Training	3	Q8GXD9
	Q7KWJ5	0	Training	4	Q7KWJ5
	Q99PP2	0	Training	0	Q99PP2
	Q9NV06	0	Training	1	Q9NV06
	F4JAU2	0	Training	2	F4JAU2
	Q9UBK9	0	Training	3	Q9UBK9
	O74409	0	Training	4	O74409
	Q8N2C7	0	Training	0	Q8N2C7
	Q9P0R6	0	Training	1	Q9P0R6
	Q95XQ1	0	Training	2	Q95XQ1
	P53256	0	Training	3	P53256
	Q9VTL1	0	Training	4	Q9VTL1
	Q9LUI2	0	Training	0	Q9LUI2
	P36177	0	Training	1	P36177
	Q55GJ6	0	Training	2	Q55GJ6
	Q0WVF8	0	Training	3	Q0WVF8
	O13329	0	Training	4	O13329
	Q96PE3	0	Training	0	Q96PE3
	P61326	0	Training	1	P61326
	P34164	0	Training	2	P34164
	O94225	0	Training	3	O94225
	Q92624	0	Training	4	Q92624
	Q5JTH9	0	Training	0	Q5JTH9
	Q9SLB9	0	Training	1	Q9SLB9
	Q8IZT9	0	Training	2	Q8IZT9
	Q86U28	0	Training	3	Q86U28
	P50748	0	Training	4	P50748
	Q9SRN4	0	Training	0	Q9SRN4
	Q9CAI2	0	Training	1	Q9CAI2
	Q14690	0	Training	2	Q14690
	Q5JPI9	0	Training	3	Q5JPI9
	P53688	0	Training	4	P53688
	Q9LD83	0	Training	0	Q9LD83
	Q9P1Z3	0	Training	1	Q9P1Z3
	Q8VC04	0	Training	2	Q8VC04
	Q06211	0	Training	3	Q06211
	Q02931	0	Training	4	Q02931
	Q9UL49	0	Training	0	Q9UL49
	Q9Z2A5	0	Training	1	Q9Z2A5
	O13684	0	Training	2	O13684
	Q156A1	0	Training	3	Q156A1
	Q9TY84	0	Training	4	Q9TY84
	Q12298	0	Training	0	Q12298
	Q9SWW6	0	Training	1	Q9SWW6
	O13998	0	Training	2	O13998
	Q92621	0	Training	3	Q92621
	Q08963	0	Training	4	Q08963
	Q9ULR3	0	Training	0	Q9ULR3
	G5EC86	0	Training	1	G5EC86
	Q23529	0	Training	2	Q23529
	Q12297	0	Training	3	Q12297
	P54103	0	Training	4	P54103
	Q9C8L2	0	Training	0	Q9C8L2
	Q10067	0	Training	1	Q10067
	O00841	0	Training	2	O00841
	P43596	0	Training	3	P43596
	Q5T4T1	0	Training	4	Q5T4T1
	Q09666	0	Training	0	Q09666
	Q96HY7	0	Training	1	Q96HY7
	Q9Y804	0	Training	2	Q9Y804
	Q9FG61	0	Training	3	Q9FG61
	O94875	0	Training	4	O94875
	O14328	0	Training	0	O14328
	P22813	0	Training	1	P22813
	O75626	0	Training	2	O75626
	Q9WUU9	0	Training	3	Q9WUU9
	P38162	0	Training	4	P38162
	Q9U221	0	Training	0	Q9U221
	H9G301	0	Training	1	H9G301
	Q6FI81	0	Training	2	Q6FI81
	A0PK05	0	Training	3	A0PK05
	Q69YH5	0	Training	4	Q69YH5
	P11115	0	Training	0	P11115
	Q8IRW8	0	Training	1	Q8IRW8
	P04386	0	Training	2	P04386
	Q8N183	0	Training	3	Q8N183
	Q0P5N6	0	Training	4	Q0P5N6
	Q9VM71	0	Training	0	Q9VM71
	Q8WZJ8	0	Training	1	Q8WZJ8
	P0DJI6	0	Training	2	P0DJI6
	Q9SKT0	0	Training	3	Q9SKT0
	P13788	0	Training	4	P13788
	O74991	0	Training	0	O74991
	P34909	0	Training	1	P34909
	Q9NUJ1	0	Training	2	Q9NUJ1
	O70343	0	Training	3	O70343
	P87176	0	Training	4	P87176
	Q25423	0	Training	0	Q25423
	Q09293	0	Training	1	Q09293
	P56785	0	Training	2	P56785
	Q9FGW9	0	Training	3	Q9FGW9
	P52927	0	Training	4	P52927
	Q63430	0	Training	0	Q63430
	Q7TP54	0	Training	1	Q7TP54
	Q9V629	0	Training	2	Q9V629
	P40515	0	Training	3	P40515
	Q7Z419	0	Training	4	Q7Z419
	O94603	0	Training	0	O94603
	Q9SCL7	0	Training	1	Q9SCL7
	Q9URT8	0	Training	2	Q9URT8
	Q84VG7	0	Training	3	Q84VG7
	Q9VHJ6	0	Training	4	Q9VHJ6
	P50416	0	Training	0	P50416
	Q9USY3	0	Training	1	Q9USY3
	P10834	0	Training	2	P10834
	Q14164	0	Training	3	Q14164
	P33416	0	Training	4	P33416
	Q9N5A8	0	Training	0	Q9N5A8
	P38398	0	Training	1	P38398
	Q6EPN6	0	Training	2	Q6EPN6
	Q8LGI2	0	Training	3	Q8LGI2
	Q09858	0	Training	4	Q09858
	Q9BXP2	0	Training	0	Q9BXP2
	Q07534	0	Training	1	Q07534
	Q60698	0	Training	2	Q60698
	P40366	0	Training	3	P40366
	Q04083	0	Training	4	Q04083
	Q12476	0	Training	0	Q12476
	Q8MXU4	0	Training	1	Q8MXU4
	P40012	0	Training	2	P40012
	P58557	0	Training	3	P58557
	Q9UTP3	0	Training	4	Q9UTP3
	S8ESV1	0	Training	0	S8ESV1
	Q9FL44	0	Training	1	Q9FL44
	Q969F1	0	Training	2	Q969F1
	Q8RXA7	0	Training	3	Q8RXA7
	Q86NP2	0	Training	4	Q86NP2
	Q8L5W8	0	Training	0	Q8L5W8
	P26188	0	Training	1	P26188
	P36118	0	Training	2	P36118
	Q9BSJ6	0	Training	3	Q9BSJ6
	P22091	0	Training	4	P22091
	Q9BRA0	0	Training	0	Q9BRA0
	Q01080	0	Training	1	Q01080
	P93758	0	Training	2	P93758
	O00291	0	Training	3	O00291
	Q9FJV5	0	Training	4	Q9FJV5
	Q9W3M3	0	Training	0	Q9W3M3
	Q9Y5N6	0	Training	1	Q9Y5N6
	O75204	0	Training	2	O75204
	Q7Z4T9	0	Training	3	Q7Z4T9
	Q84Q77	0	Training	4	Q84Q77
	O65680	0	Training	0	O65680
	Q8VWK0	0	Training	1	Q8VWK0
	P13498	0	Training	2	P13498
	Q9H5Z6	0	Training	3	Q9H5Z6
	Q22618	0	Training	4	Q22618
	Q9ZST4	0	Training	0	Q9ZST4
	Q9NPL8	0	Training	1	Q9NPL8
	Q9SAH8	0	Training	2	Q9SAH8
	Q6PCT2	0	Training	3	Q6PCT2
	P42166	0	Training	4	P42166
	P38803	0	Training	0	P38803
	Q04178	0	Training	1	Q04178
	Q9V466	0	Training	2	Q9V466
	P53287	0	Training	3	P53287
	O42716	0	Training	4	O42716
	Q9ZNT1	0	Training	0	Q9ZNT1
	P24345	0	Training	1	P24345
	Q8VI67	0	Training	2	Q8VI67
	Q0ZLH2	0	Training	3	Q0ZLH2
	P62952	0	Training	4	P62952
	G5EC89	0	Training	0	G5EC89
	Q9SW18	0	Training	1	Q9SW18
	Q9JLR5	0	Training	2	Q9JLR5
	O14113	0	Training	3	O14113
	Q99LG4	0	Training	4	Q99LG4
	A0A0U2UYC4	0	Training	0	A0A0U2UYC4
	Q9VM92	0	Training	1	Q9VM92
	Q9VJL6	0	Training	2	Q9VJL6
	Q9H869	0	Training	3	Q9H869
	Q07589	0	Training	4	Q07589
	Q9Y7M6	0	Training	0	Q9Y7M6
	Q08047	0	Training	1	Q08047
	Q7YTB0	0	Training	2	Q7YTB0
	Q68DK7	0	Training	3	Q68DK7
	F4JZC2	0	Training	4	F4JZC2
	P27716	0	Training	0	P27716
	Q01981	0	Training	1	Q01981
	O60729	0	Training	2	O60729
	P34447	0	Training	3	P34447
	Q1K6U7	0	Training	4	Q1K6U7
	O43805	0	Training	0	O43805
	Q6PCD5	0	Training	1	Q6PCD5
	O23300	0	Training	2	O23300
	O94326	0	Training	3	O94326
	B4XT64	0	Training	4	B4XT64
	Q38885	0	Training	0	Q38885
	Q9FMM3	0	Training	1	Q9FMM3
	Q9LU21	0	Training	2	Q9LU21
	Q69TW5	0	Training	3	Q69TW5
	Q06506	0	Training	4	Q06506
	A0A140LI88	0	Training	0	A0A140LI88
	Q99JZ7	0	Training	1	Q99JZ7
	Q9BSF0	0	Training	2	Q9BSF0
	Q06010	0	Training	3	Q06010
	Q99590	0	Training	4	Q99590
	O74499	0	Training	0	O74499
	Q57X81	0	Training	1	Q57X81
	Q22707	0	Training	2	Q22707
	Q9NRR8	0	Training	3	Q9NRR8
	Q8ND76	0	Training	4	Q8ND76
	P81909	0	Training	0	P81909
	Q04231	0	Training	1	Q04231
	P32179	0	Training	2	P32179
	P38883	0	Training	3	P38883
	Q9VCX1	0	Training	4	Q9VCX1
	Q6UXV4	0	Training	0	Q6UXV4
	Q13309	0	Training	1	Q13309
	A4D1E9	0	Training	2	A4D1E9
	Q99417	0	Training	3	Q99417
	Q90578	0	Training	4	Q90578
	Q9EQW6	0	Training	0	Q9EQW6
	O94614	0	Training	1	O94614
	P0C2C1	0	Training	2	P0C2C1
	Q15543	0	Training	3	Q15543
	Q969T9	0	Training	4	Q969T9
	Q86WX3	0	Training	0	Q86WX3
	Q12386	0	Training	1	Q12386
	Q06596	0	Training	2	Q06596
	P32354	0	Training	3	P32354
	Q9UIS9	0	Training	4	Q9UIS9
	Q0D9C4	0	Training	0	Q0D9C4
	P25651	0	Training	1	P25651
	Q08580	0	Training	2	Q08580
	O09130	0	Training	3	O09130
	Q9S7R7	0	Training	4	Q9S7R7
	Q12486	0	Training	0	Q12486
	P20433	0	Training	1	P20433
	P42951	0	Training	2	P42951
	Q5THR3	0	Training	3	Q5THR3
	Q9SX77	0	Training	4	Q9SX77
	Q700C7	0	Training	0	Q700C7
	P36626	0	Training	1	P36626
	Q19555	0	Training	2	Q19555
	Q91WK7	0	Training	3	Q91WK7
	P56931	0	Training	4	P56931
	O80575	0	Training	0	O80575
	Q07139	0	Training	1	Q07139
	P27680	0	Training	2	P27680
	Q92733	0	Training	3	Q92733
	O96759	0	Training	4	O96759
	Q9M9F0	0	Training	0	Q9M9F0
	Q9H0F6	0	Training	1	Q9H0F6
	P09007	0	Training	2	P09007
	Q12374	0	Training	3	Q12374
	G5ECD9	0	Training	4	G5ECD9
	Q69ZK0	0	Training	0	Q69ZK0
	B7SXM5	0	Training	1	B7SXM5
	A0A7J6KE60	0	Training	2	A0A7J6KE60
	Q38CL4	0	Training	3	Q38CL4
	Q969H6	0	Training	4	Q969H6
	Q08058	0	Training	0	Q08058
	A0MES8	0	Training	1	A0MES8
	P49640	0	Training	2	P49640
	Q9NBD7	0	Training	3	Q9NBD7
	Q0VAA5	0	Training	4	Q0VAA5
	D3ZGZ6	0	Training	0	D3ZGZ6
	Q99K24	0	Training	1	Q99K24
	O60231	0	Training	2	O60231
	P17655	0	Training	3	P17655
	Q65ZG8	0	Training	4	Q65ZG8
	Q08231	0	Training	0	Q08231
	Q8C886	0	Training	1	Q8C886
	P32529	0	Training	2	P32529
	Q9VL76	0	Training	3	Q9VL76
	Q04002	0	Training	4	Q04002
	P52739	0	Training	0	P52739
	O15164	0	Training	1	O15164
	D3ZXW3	0	Training	2	D3ZXW3
	Q57UZ7	0	Training	3	Q57UZ7
	O65312	0	Training	4	O65312
	P53004	0	Training	0	P53004
	O70239	0	Training	1	O70239
	Q8K337	0	Training	2	Q8K337
	O17679	0	Training	3	O17679
	Q9NZM5	0	Training	4	Q9NZM5
	Q60707	0	Training	0	Q60707
	P55197	0	Training	1	P55197
	Q9VHY5	0	Training	2	Q9VHY5
	O95568	0	Training	3	O95568
	P0CT67	0	Training	4	P0CT67
	O43325	0	Training	0	O43325
	G5EGF8	0	Training	1	G5EGF8
	P54074	0	Training	2	P54074
	Q3U5Q7	0	Training	3	Q3U5Q7
	Q9VL14	0	Training	4	Q9VL14
	Q9LK29	0	Training	0	Q9LK29
	Q8GYC1	0	Training	1	Q8GYC1
	Q13061	0	Training	2	Q13061
	Q9UTT1	0	Training	3	Q9UTT1
	P29418	0	Training	4	P29418
	P40028	0	Training	0	P40028
	Q8BHS6	0	Training	1	Q8BHS6
	B6HLU1	0	Training	2	B6HLU1
	Q8R010	0	Training	3	Q8R010
	O44548	0	Training	4	O44548
	Q8BH70	0	Training	0	Q8BH70
	O43670	0	Training	1	O43670
	Q9SSW0	0	Training	2	Q9SSW0
	O74846	0	Training	3	O74846
	Q96QC0	0	Training	4	Q96QC0
	F4IDB2	0	Training	0	F4IDB2
	P40037	0	Training	1	P40037
	Q91ZE0	0	Training	2	Q91ZE0
	P47057	0	Training	3	P47057
	O82277	0	Training	4	O82277
	Q8K4V4	0	Training	0	Q8K4V4
	Q9Z110	0	Training	1	Q9Z110
	O80860	0	Training	2	O80860
	Q8BTW8	0	Training	3	Q8BTW8
	Q9UUH6	0	Training	4	Q9UUH6
	Q96GE9	0	Training	0	Q96GE9
	Q54BW5	0	Training	1	Q54BW5
	Q5PQZ7	0	Training	2	Q5PQZ7
	Q9ZQH0	0	Training	3	Q9ZQH0
	P51998	0	Training	4	P51998
	Q94AX2	0	Training	0	Q94AX2
	P53276	0	Training	1	P53276
	P57081	0	Training	2	P57081
	A0A087X1C5	0	Training	3	A0A087X1C5
	O74835	0	Training	4	O74835
	Q5SY16	0	Training	0	Q5SY16
	Q9VW47	0	Training	1	Q9VW47
	Q13216	0	Training	2	Q13216
	O94664	0	Training	3	O94664
	Q05021	0	Training	4	Q05021
	P06180	0	Training	0	P06180
	Q96T23	0	Training	1	Q96T23
	Q5ICL9	0	Training	2	Q5ICL9
	Q8TC26	0	Training	3	Q8TC26
	Q8WV28	0	Training	4	Q8WV28
	M9MRD1	0	Training	0	M9MRD1
	O00154	0	Training	1	O00154
	Q12341	0	Training	2	Q12341
	Q22323	0	Training	3	Q22323
	Q8QFR4	0	Training	4	Q8QFR4
	Q8LAM0	0	Training	0	Q8LAM0
	P53972	0	Training	1	P53972
	Q92913	0	Training	2	Q92913
	P11155	0	Training	3	P11155
	P34440	0	Training	4	P34440
	Q13228	0	Training	0	Q13228
	Q12774	0	Training	1	Q12774
	O88801	0	Training	2	O88801
	Q08245	0	Training	3	Q08245
	F4JYE9	0	Training	4	F4JYE9
	Q9Y3C1	0	Training	0	Q9Y3C1
	Q8IVH4	0	Training	1	Q8IVH4
	Q84JU6	0	Training	2	Q84JU6
	Q8VHT6	0	Training	3	Q8VHT6
	Q9P7J2	0	Training	4	Q9P7J2
	Q5SWY8	0	Training	0	Q5SWY8
	Q9H790	0	Training	1	Q9H790
	Q2VLK6	0	Training	2	Q2VLK6
	Q9NYT0	0	Training	3	Q9NYT0
	Q9JJG9	0	Training	4	Q9JJG9
	Q949P2	0	Training	0	Q949P2
	F4IMQ0	0	Training	1	F4IMQ0
	Q3KN41	0	Training	2	Q3KN41
	Q8GWP5	0	Training	3	Q8GWP5
	P36954	0	Training	4	P36954
	Q8LAP6	0	Training	0	Q8LAP6
	Q8VY77	0	Training	1	Q8VY77
	A8K830	0	Training	2	A8K830
	P91645	0	Training	3	P91645
	Q15464	0	Training	4	Q15464
	Q9XIN0	0	Training	0	Q9XIN0
	O17850	0	Training	1	O17850
	P16521	0	Training	2	P16521
	Q9XI46	0	Training	3	Q9XI46
	P34706	0	Training	4	P34706
	Q86LG1	0	Training	0	Q86LG1
	O49621	0	Training	1	O49621
	Q99188	0	Training	2	Q99188
	P38289	0	Training	3	P38289
	E9QDC5	0	Training	4	E9QDC5
	Q12098	0	Training	0	Q12098
	O75486	0	Training	1	O75486
	Q8WXC6	0	Training	2	Q8WXC6
	P57105	0	Training	3	P57105
	Q06810	0	Training	4	Q06810
	P0CY15	0	Training	0	P0CY15
	Q5BPF3	0	Training	1	Q5BPF3
	Q9JLI8	0	Training	2	Q9JLI8
	P18870	0	Training	3	P18870
	Q9ULJ3	0	Training	4	Q9ULJ3
	Q2MHN3	0	Training	0	Q2MHN3
	Q15424	0	Training	1	Q15424
	A0A075TXZ8	0	Training	2	A0A075TXZ8
	Q10135	0	Training	3	Q10135
	Q08465	0	Training	4	Q08465
	O23193	0	Training	0	O23193
	Q63707	0	Training	1	Q63707
	Q02521	0	Training	2	Q02521
	P42073	0	Training	3	P42073
	Q9VQ89	0	Training	4	Q9VQ89
	Q18616	0	Training	0	Q18616
	Q969F2	0	Training	1	Q969F2
	Q9C900	0	Training	2	Q9C900
	P15384	0	Training	3	P15384
	Q924W6	0	Training	4	Q924W6
	Q09685	0	Training	0	Q09685
	Q9BZJ7	0	Training	1	Q9BZJ7
	Q9VX31	0	Training	2	Q9VX31
	O14215	0	Training	3	O14215
	O59793	0	Training	4	O59793
	Q708Y0	0	Training	0	Q708Y0
	P11183	0	Training	1	P11183
	Q7S300	0	Training	2	Q7S300
	Q03063	0	Training	3	Q03063
	Q13769	0	Training	4	Q13769
	Q9CPZ1	0	Training	0	Q9CPZ1
	P38768	0	Training	1	P38768
	Q9LYB9	0	Training	2	Q9LYB9
	A8CEI3	0	Training	3	A8CEI3
	P24329	0	Training	4	P24329
	Q08913	0	Training	0	Q08913
	O74547	0	Training	1	O74547
	Q9UBI1	0	Training	2	Q9UBI1
	P00560	0	Training	3	P00560
	Q0DEC8	0	Training	4	Q0DEC8
	O09053	0	Training	0	O09053
	B8BDQ4	0	Training	1	B8BDQ4
	P21657	0	Training	2	P21657
	P32121	0	Training	3	P32121
	Q86VZ6	0	Training	4	Q86VZ6
	Q9SS80	0	Training	0	Q9SS80
	P40316	0	Training	1	P40316
	Q9LSD0	0	Training	2	Q9LSD0
	Q6P2D8	0	Training	3	Q6P2D8
	M0R7Z9	0	Training	4	M0R7Z9
	Q9ULR0	0	Training	0	Q9ULR0
	P04842	0	Training	1	P04842
	Q10164	0	Training	2	Q10164
	Q925J9	0	Training	3	Q925J9
	Q02204	0	Training	4	Q02204
	P51826	0	Training	0	P51826
	Q9VGL8	0	Training	1	Q9VGL8
	O14212	0	Training	2	O14212
	Q9JIB0	0	Training	3	Q9JIB0
	Q52KF3	0	Training	4	Q52KF3
	Q92540	0	Training	0	Q92540
	Q9U1H0	0	Training	1	Q9U1H0
	A1A519	0	Training	2	A1A519
	P10080	0	Training	3	P10080
	Q9VLD6	0	Training	4	Q9VLD6
	P53846	0	Training	0	P53846
	Q9Z351	0	Training	1	Q9Z351
	Q9BSF4	0	Training	2	Q9BSF4
	Q01454	0	Training	3	Q01454
	Q940H2	0	Training	4	Q940H2
	Q9Y2L1	0	Training	0	Q9Y2L1
	Q5T5X7	0	Training	1	Q5T5X7
	Q9VBX1	0	Training	2	Q9VBX1
	Q08230	0	Training	3	Q08230
	Q9C9U5	0	Training	4	Q9C9U5
	O81836	0	Training	0	O81836
	Q9UT91	0	Training	1	Q9UT91
	Q96P67	0	Training	2	Q96P67
	Q6Y685	0	Training	3	Q6Y685
	Q10148	0	Training	4	Q10148
	P31414	0	Training	0	P31414
	P13468	0	Training	1	P13468
	P38313	0	Training	2	P38313
	Q8R4C2	0	Training	3	Q8R4C2
	Q8TDB4	0	Training	4	Q8TDB4
	Q9FGR0	0	Training	0	Q9FGR0
	Q9FIC3	0	Training	1	Q9FIC3
	P0CW70	0	Training	2	P0CW70
	A1Z9P3	0	Training	3	A1Z9P3
	G5EFF5	0	Training	4	G5EFF5
	Q9NXF7	0	Training	0	Q9NXF7
	Q99359	0	Training	1	Q99359
	A8MUP2	0	Training	2	A8MUP2
	Q9ES53	0	Training	3	Q9ES53
	Q9AT00	0	Training	4	Q9AT00
	Q9LSC4	0	Training	0	Q9LSC4
	Q5JTC6	0	Training	1	Q5JTC6
	Q9Y4F1	0	Training	2	Q9Y4F1
	Q80VM7	0	Training	3	Q80VM7
	Q945P0	0	Training	4	Q945P0
	P04160	0	Training	0	P04160
	Q93WK5	0	Training	1	Q93WK5
	Q9UU79	0	Training	2	Q9UU79
	Q8TDV5	0	Training	3	Q8TDV5
	Q6NTE8	0	Training	4	Q6NTE8
	P41695	0	Training	0	P41695
	O00712	0	Training	1	O00712
	P16862	0	Training	2	P16862
	Q9SYM0	0	Training	3	Q9SYM0
	P47977	0	Training	4	P47977
	Q9PVF7	0	Training	0	Q9PVF7
	P54258	0	Training	1	P54258
	Q9LTS6	0	Training	2	Q9LTS6
	Q03172	0	Training	3	Q03172
	P55199	0	Training	4	P55199
	P38863	0	Training	0	P38863
	Q9NVI1	0	Training	1	Q9NVI1
	Q96330	0	Training	2	Q96330
	P53246	0	Training	3	P53246
	P55264	0	Training	4	P55264
	P53196	0	Training	0	P53196
	Q55D99	0	Training	1	Q55D99
	Q9DAG5	0	Training	2	Q9DAG5
	Q8BVN9	0	Training	3	Q8BVN9
	Q09779	0	Training	4	Q09779
	Q9SMH4	0	Training	0	Q9SMH4
	Q07362	0	Training	1	Q07362
	Q197W8	0	Training	2	Q197W8
	Q9FK23	0	Training	3	Q9FK23
	P40571	0	Training	4	P40571
	O00287	0	Training	0	O00287
	P38783	0	Training	1	P38783
	Q9UJQ4	0	Training	2	Q9UJQ4
	Q9HCC0	0	Training	3	Q9HCC0
	O94606	0	Training	4	O94606
	P06733	0	Training	0	P06733
	Q9H777	0	Training	1	Q9H777
	Q9C685	0	Training	2	Q9C685
	Q8LPQ5	0	Training	3	Q8LPQ5
	O49290	0	Training	4	O49290
	P33748	0	Training	0	P33748
	P0CY08	0	Training	1	P0CY08
	Q99288	0	Training	2	Q99288
	Q9H0U6	0	Training	3	Q9H0U6
	Q42529	0	Training	4	Q42529
	Q8TF63	0	Training	0	Q8TF63
	P53335	0	Training	1	P53335
	D4AEP3	0	Training	2	D4AEP3
	Q23794	0	Training	3	Q23794
	Q94CV1	0	Training	4	Q94CV1
	Q05728	0	Training	0	Q05728
	P38852	0	Training	1	P38852
	O43542	0	Training	2	O43542
	Q9LLY4	0	Training	3	Q9LLY4
	Q96NW4	0	Training	4	Q96NW4
	Q3UMU9	0	Training	0	Q3UMU9
	Q84TI7	0	Training	1	Q84TI7
	Q08050	0	Training	2	Q08050
	A0A0D1E6B3	0	Training	3	A0A0D1E6B3
	Q84JH7	0	Training	4	Q84JH7
	Q8S9K3	0	Training	0	Q8S9K3
	O55035	0	Training	1	O55035
	Q8K480	0	Training	2	Q8K480
	P20618	0	Training	3	P20618
	Q99383	0	Training	4	Q99383
	Q9NTK1	0	Training	0	Q9NTK1
	Q8TE02	0	Training	1	Q8TE02
	Q9UF56	0	Training	2	Q9UF56
	Q9NQT4	0	Training	3	Q9NQT4
	Q9BXU7	0	Training	4	Q9BXU7
	Q86WB7	0	Training	0	Q86WB7
	O08816	0	Training	1	O08816
	Q9I9L7	0	Training	2	Q9I9L7
	P49379	0	Training	3	P49379
	Q9BTF0	0	Training	4	Q9BTF0
	Q9UT03	0	Training	0	Q9UT03
	Q9ZVJ3	0	Training	1	Q9ZVJ3
	P11171	0	Training	2	P11171
	E3SCZ8	0	Training	3	E3SCZ8
	O94687	0	Training	4	O94687
	Q96GM8	0	Training	0	Q96GM8
	A0PJW6	0	Training	1	A0PJW6
	O74309	0	Training	2	O74309
	O14114	0	Training	3	O14114
	P49728	0	Training	4	P49728
	P86452	0	Training	0	P86452
	Q96CW1	0	Training	1	Q96CW1
	Q53EK2	0	Training	2	Q53EK2
	Q86SP6	0	Training	3	Q86SP6
	Q9NZI6	0	Training	4	Q9NZI6
	Q3UMZ3	0	Training	0	Q3UMZ3
	Q9SQU2	0	Training	1	Q9SQU2
	P40465	0	Training	2	P40465
	Q9Y3U8	0	Training	3	Q9Y3U8
	Q03124	0	Training	4	Q03124
	Q9NZ81	0	Training	0	Q9NZ81
	Q09725	0	Training	1	Q09725
	O96622	0	Training	2	O96622
	Q8GZ52	0	Training	3	Q8GZ52
	P53930	0	Training	4	P53930
	Q6UWZ7	0	Training	0	Q6UWZ7
	Q9NPJ1	0	Training	1	Q9NPJ1
	Q9P6M0	0	Training	2	Q9P6M0
	Q12318	0	Training	3	Q12318
	Q07930	0	Training	4	Q07930
	Q9NQW7	0	Training	0	Q9NQW7
	P97577	0	Training	1	P97577
	Q5JWF2	0	Training	2	Q5JWF2
	P40502	0	Training	3	P40502
	P78417	0	Training	4	P78417
	Q12416	0	Training	0	Q12416
	Q9VAW5	0	Training	1	Q9VAW5
	Q652K4	0	Training	2	Q652K4
	Q9FLT9	0	Training	3	Q9FLT9
	Q92629	0	Training	4	Q92629
	Q8GZ79	0	Training	0	Q8GZ79
	Q9VAH9	0	Training	1	Q9VAH9
	Q9VR38	0	Training	2	Q9VR38
	Q6PEM8	0	Training	3	Q6PEM8
	E9EXC4	0	Training	4	E9EXC4
	Q8S1D9	0	Training	0	Q8S1D9
	P30419	0	Training	1	P30419
	Q96AH0	0	Training	2	Q96AH0
	Q0IGK1	0	Training	3	Q0IGK1
	B2RWS6	0	Training	4	B2RWS6
	F4ITM1	0	Training	0	F4ITM1
	Q9SY88	0	Training	1	Q9SY88
	Q6PRD7	0	Training	2	Q6PRD7
	Q9HEV5	0	Training	3	Q9HEV5
	Q8W4B2	0	Training	4	Q8W4B2
	Q0WP44	0	Training	0	Q0WP44
	P38297	0	Training	1	P38297
	Q0VG06	0	Training	2	Q0VG06
	Q99315	0	Training	3	Q99315
	P38199	0	Training	4	P38199
	Q5IBH7	0	Training	0	Q5IBH7
	Q8NEY8	0	Training	1	Q8NEY8
	Q1MTN9	0	Training	2	Q1MTN9
	Q39249	0	Training	3	Q39249
	Q5SFM8	0	Training	4	Q5SFM8
	P79005	0	Training	0	P79005
	Q6DBA5	0	Training	1	Q6DBA5
	Q6PCN7	0	Training	2	Q6PCN7
	Q01593	0	Training	3	Q01593
	Q21691	0	Training	4	Q21691
	Q969X0	0	Training	0	Q969X0
	P07253	0	Training	1	P07253
	A0A096MJY4	0	Training	2	A0A096MJY4
	P27895	0	Training	3	P27895
	Q9ZWA1	0	Training	4	Q9ZWA1
	P60002	0	Training	0	P60002
	Q94AC8	0	Training	1	Q94AC8
	O62090	0	Training	2	O62090
	P32318	0	Training	3	P32318
	Q8HTL5	0	Training	4	Q8HTL5
	Q9USZ4	0	Training	0	Q9USZ4
	O74954	0	Training	1	O74954
	Q4V8P4	0	Training	2	Q4V8P4
	Q9HB75	0	Training	3	Q9HB75
	Q9XI19	0	Training	4	Q9XI19
	P42844	0	Training	0	P42844
	P40065	0	Training	1	P40065
	Q9H2W6	0	Training	2	Q9H2W6
	Q811D2	0	Training	3	Q811D2
	B2D6M2	0	Training	4	B2D6M2
	Q8IWS0	0	Training	0	Q8IWS0
	P87052	0	Training	1	P87052
	P13637	0	Training	2	P13637
	P29350	0	Training	3	P29350
	O02696	0	Training	4	O02696
	P53568	0	Training	0	P53568
	Q9UTI3	0	Training	1	Q9UTI3
	Q5AMH6	0	Training	2	Q5AMH6
