O74740	Accession
O94761	O94761
G5EEG9	G5EEG9
Q86TB9	Q86TB9
Q7Z2T5	Q7Z2T5
Q06604	Q06604
D0E0C2	D0E0C2
Q15714	Q15714
Q9EP97	Q9EP97
Q8RY73	Q8RY73
Q1K6U7	Q1K6U7
P47096	P47096
O74469	O74469
Q14202	Q14202
Q9VH08	Q9VH08
O74504	O74504
Q6ZLB0	Q6ZLB0
P41903	P41903
Q9LES2	Q9LES2
Q9JKT3	Q9JKT3
Q05131	Q05131
Q86YD1	Q86YD1
A0A509AER3	A0A509AER3
Q68FX6	Q68FX6
Q8GZ52	Q8GZ52
Q8IJH8	Q8IJH8
Q54XG7	Q54XG7
Q9N589	Q9N589
O88942	O88942
P25054	P25054
P49917	P49917
Q5TGY3	Q5TGY3
Q680B9	Q680B9
Q9DBR0	Q9DBR0
Q9P2H5	Q9P2H5
Q6DBA5	Q6DBA5
P53123	P53123
Q27539	Q27539
Q61464	Q61464
P43332	P43332
Q21443	Q21443
P35203	P35203
Q03718	Q03718
P87074	P87074
P27684	P27684
Q06339	Q06339
Q9M0A5	Q9M0A5
P82249	P82249
Q8TF40	Q8TF40
P69851	P69851
P25008	P25008
Q99K24	Q99K24
Q5H9R7	Q5H9R7
P29374	P29374
Q9HA38	Q9HA38
P35728	P35728
P38210	P38210
F4JP52	F4JP52
P82715	P82715
A0A7J6K338	A0A7J6K338
Q9VKB9	Q9VKB9
A8WFJ9	A8WFJ9
Q9Y802	Q9Y802
Q9LFQ9	Q9LFQ9
F4JVI3	F4JVI3
O42649	O42649
Q9UTA6	Q9UTA6
Q8RWV3	Q8RWV3
O59793	O59793
O23875	O23875
P53309	P53309
P40063	P40063
B8BDQ4	B8BDQ4
Q9UT72	Q9UT72
Q9LU21	Q9LU21
Q9D6J5	Q9D6J5
Q9HAV7	Q9HAV7
Q9H0E9	Q9H0E9
Q9GGE2	Q9GGE2
Q9H2W6	Q9H2W6
Q8LAM0	Q8LAM0
A8MQN2	A8MQN2
Q12180	Q12180
P47041	P47041
Q08176	Q08176
B9F1C0	B9F1C0
P38824	P38824
Q9U1K1	Q9U1K1
Q55FB8	Q55FB8
Q8VXP3	Q8VXP3
A0A0R4IMY7	A0A0R4IMY7
Q10572	Q10572
P40502	P40502
P50875	P50875
Q96KQ7	Q96KQ7
Q16594	Q16594
Q9QXY4	Q9QXY4
Q969F9	Q969F9
Q9VK33	Q9VK33
Q9Y2G0	Q9Y2G0
O94538	O94538
Q9QZ04	Q9QZ04
Q873E4	Q873E4
Q9D6J6	Q9D6J6
Q54HS3	Q54HS3
Q57X81	Q57X81
Q01448	Q01448
A6YSL1	A6YSL1
Q96I23	Q96I23
Q8NFV4	Q8NFV4
P48837	P48837
Q04839	Q04839
Q9DBU6	Q9DBU6
Q13228	Q13228
Q9SUP6	Q9SUP6
Q96DG6	Q96DG6
Q9Y603	Q9Y603
P53944	P53944
Q9TXI7	Q9TXI7
Q9BXL8	Q9BXL8
Q9VBB3	Q9VBB3
Q80ZD3	Q80ZD3
Q07953	Q07953
Q6S591	Q6S591
Q8WVH0	Q8WVH0
Q86V20	Q86V20
Q9EPB5	Q9EPB5
P25626	P25626
Q8LDF9	Q8LDF9
P40366	P40366
Q9M1X2	Q9M1X2
A0A075TRC0	A0A075TRC0
O49543	O49543
Q8R1B8	Q8R1B8
E7FFT2	E7FFT2
P52164	P52164
Q13352	Q13352
Q06667	Q06667
Q9VTE2	Q9VTE2
Q00PI9	Q00PI9
Q02721	Q02721
P40757	P40757
O49937	O49937
P14866	P14866
Q91VD9	Q91VD9
Q9FGN8	Q9FGN8
P38281	P38281
Q6XP49	Q6XP49
Q8NFG4	Q8NFG4
P27680	P27680
G8B839	G8B839
Q9P7S7	Q9P7S7
Q9XWL9	Q9XWL9
Q08278	Q08278
P39713	P39713
P35269	P35269
Q8IVE3	Q8IVE3
Q91836	Q91836
Q9LVI9	Q9LVI9
Q8N5P1	Q8N5P1
Q6IN84	Q6IN84
P19440	P19440
Q0WPU1	Q0WPU1
Q9I7K6	Q9I7K6
Q91ZR5	Q91ZR5
Q9Y2X0	Q9Y2X0
Q08B36	Q08B36
P53569	P53569
Q9CWE6	Q9CWE6
Q80U87	Q80U87
Q08902	Q08902
Q6ZYL4	Q6ZYL4
P32314	P32314
P40528	P40528
O59676	O59676
P22561	P22561
P06391	P06391
O74964	O74964
P56931	P56931
Q07343	Q07343
Q9NW75	Q9NW75
P0C2C1	P0C2C1
Q8WXC6	Q8WXC6
Q38CL4	Q38CL4
P13405	P13405
Q6Q629	Q6Q629
O43670	O43670
O02073	O02073
Q9LK34	Q9LK34
Q9VNS0	Q9VNS0
Q8TDV2	Q8TDV2
P47019	P47019
P87231	P87231
Q9NWT8	Q9NWT8
P38771	P38771
P38297	P38297
P40028	P40028
O81787	O81787
O94664	O94664
Q06494	Q06494
Q9WVH3	Q9WVH3
A0PJW6	A0PJW6
Q9H6R4	Q9H6R4
P38779	P38779
Q8L983	Q8L983
Q9CAF2	Q9CAF2
A0A0B5KU17	A0A0B5KU17
P40630	P40630
O74971	O74971
Q9V727	Q9V727
Q9D6Z0	Q9D6Z0
Q9LDY5	Q9LDY5
O74331	O74331
Q9LV91	Q9LV91
F4KH86	F4KH86
C0HM98	C0HM98
Q1MTR4	Q1MTR4
P38169	P38169
O88291	O88291
Q01329	Q01329
P25502	P25502
Q8L4H0	Q8L4H0
Q6XQN6	Q6XQN6
Q9SZD6	Q9SZD6
A2ARP9	A2ARP9
O75106	O75106
O94580	O94580
O43313	O43313
F4JTE7	F4JTE7
P38137	P38137
Q12049	Q12049
Q14249	Q14249
P40061	P40061
Q9SI64	Q9SI64
B6VQ60	B6VQ60
Q8TEV9	Q8TEV9
P87297	P87297
B0F481	B0F481
O18017	O18017
O74478	O74478
O43597	O43597
Q13156	Q13156
Q9XZS8	Q9XZS8
F4JRB0	F4JRB0
Q940H2	Q940H2
O55057	O55057
Q8GZM7	Q8GZM7
Q9NRF8	Q9NRF8
Q9CQJ2	Q9CQJ2
P38198	P38198
C4QWS8	C4QWS8
Q9MBA2	Q9MBA2
Q197W8	Q197W8
Q04545	Q04545
Q9H814	Q9H814
Q9H1I8	Q9H1I8
Q09675	Q09675
Q8IVS2	Q8IVS2
P47108	P47108
Q8IWV7	Q8IWV7
P30429	P30429
P36052	P36052
W7MAT5	W7MAT5
Q9TZ64	Q9TZ64
O14079	O14079
Q1MTS0	Q1MTS0
Q9Y2M2	Q9Y2M2
Q14997	Q14997
A8MR65	A8MR65
O94268	O94268
F7VJQ1	F7VJQ1
Q5THR3	Q5THR3
Q6A0D4	Q6A0D4
Q10432	Q10432
Q9JM05	Q9JM05
Q9NZ63	Q9NZ63
P32833	P32833
P38737	P38737
A1Z8F4	A1Z8F4
Q6DN90	Q6DN90
Q9NZN9	Q9NZN9
Q8WZJ8	Q8WZJ8
Q04408	Q04408
O75832	O75832
Q9NPD3	Q9NPD3
P34226	P34226
Q67Y93	Q67Y93
P53838	P53838
Q9NVV9	Q9NVV9
Q9LZF1	Q9LZF1
Q0WR66	Q0WR66
P38205	P38205
P40958	P40958
Q9HBL7	Q9HBL7
Q95Q39	Q95Q39
O96237	O96237
Q53KW9	Q53KW9
Q12318	Q12318
P06774	P06774
Q9FNC7	Q9FNC7
Q6ZWQ0	Q6ZWQ0
Q0ZLH2	Q0ZLH2
Q9ULP9	Q9ULP9
Q5VWG9	Q5VWG9
Q53H47	Q53H47
Q17TI5	Q17TI5
Q96A26	Q96A26
Q9BT17	Q9BT17
Q16385	Q16385
O76064	O76064
Q9CQY9	Q9CQY9
P82192	P82192
Q05923	Q05923
P39678	P39678
Q800K6	Q800K6
P30414	P30414
F4KCE9	F4KCE9
Q02959	Q02959
Q9VGE2	Q9VGE2
Q80T79	Q80T79
Q0VG06	Q0VG06
O74418	O74418
Q7Z2W9	Q7Z2W9
O60057	O60057
O59740	O59740
Q9BWF2	Q9BWF2
P34706	P34706
Q9P7A0	Q9P7A0
P38782	P38782
Q04179	Q04179
Q03770	Q03770
Q06089	Q06089
Q9NXR7	Q9NXR7
Q5ICL9	Q5ICL9
P50479	P50479
Q941Q3	Q941Q3
F4JF14	F4JF14
Q9NRR8	Q9NRR8
Q04751	Q04751
P12354	P12354
Q14676	Q14676
Q9FJL0	Q9FJL0
Q9M9F0	Q9M9F0
Q1ZXQ0	Q1ZXQ0
A0A7P0TBJ1	A0A7P0TBJ1
Q9VV73	Q9VV73
P07236	P07236
P97577	P97577
Q9GZN2	Q9GZN2
O60287	O60287
Q4KMQ1	Q4KMQ1
P29547	P29547
Q9VEX9	Q9VEX9
Q86VI4	Q86VI4
P51577	P51577
Q9UTT1	Q9UTT1
P04840	P04840
A2AMT1	A2AMT1
Q9QXN0	Q9QXN0
Q10LI1	Q10LI1
P21580	P21580
G5EF48	G5EF48
Q96ST2	Q96ST2
P93015	P93015
Q8BWT5	Q8BWT5
O60130	O60130
Q9C9B9	Q9C9B9
Q96N11	Q96N11
O13601	O13601
P93306	P93306
P32121	P32121
P38783	P38783
Q5T4T6	Q5T4T6
O60097	O60097
H2L006	H2L006
Q8IYL3	Q8IYL3
Q9H3P2	Q9H3P2
Q9FDW8	Q9FDW8
Q9NQT4	Q9NQT4
Q9ULZ2	Q9ULZ2
P23116	P23116
P0DJI6	P0DJI6
P49919	P49919
Q8LGD5	Q8LGD5
Q3MJK5	Q3MJK5
Q9H9T3	Q9H9T3
Q0IGK1	Q0IGK1
O74824	O74824
Q9V9W8	Q9V9W8
B0L3A2	B0L3A2
O74365	O74365
Q8WVM0	Q8WVM0
Q93ZF6	Q93ZF6
Q9V7P1	Q9V7P1
Q18508	Q18508
Q8L7N4	Q8L7N4
P89114	P89114
Q5VRD7	Q5VRD7
Q9SQR3	Q9SQR3
A0A075TRB3	A0A075TRB3
Q9LRB7	Q9LRB7
F4JGZ1	F4JGZ1
P41698	P41698
O23193	O23193
Q23272	Q23272
Q07349	Q07349
Q9BV90	Q9BV90
Q12247	Q12247
Q42687	Q42687
P16862	P16862
Q8GXA4	Q8GXA4
Q10296	Q10296
Q12298	Q12298
O94751	O94751
P10518	P10518
P35790	P35790
P25582	P25582
Q8K3Y6	Q8K3Y6
Q9NP94	Q9NP94
Q9VHJ6	Q9VHJ6
P04160	P04160
Q9BZL1	Q9BZL1
P82195	P82195
P57728	P57728
Q12117	Q12117
Q85FY6	Q85FY6
O80506	O80506
P16658	P16658
P08659	P08659
Q149B8	Q149B8
Q9WVL3	Q9WVL3
G2XEY9	G2XEY9
P38827	P38827
C8VSZ2	C8VSZ2
P25441	P25441
P82139	P82139
W2SDE2	W2SDE2
Q65ZG8	Q65ZG8
P02730	P02730
Q8C006	Q8C006
P56537	P56537
P82869	P82869
Q15760	Q15760
Q9SRP6	Q9SRP6
P15884	P15884
Q6ZSZ5	Q6ZSZ5
Q9NRP7	Q9NRP7
O75817	O75817
P38777	P38777
Q1MTQ7	Q1MTQ7
P28007	P28007
P28519	P28519
P38848	P38848
Q54HC6	Q54HC6
Q58WW2	Q58WW2
Q09728	Q09728
P03069	P03069
P32828	P32828
Q9UT03	Q9UT03
A0A7J6KE60	A0A7J6KE60
P81449	P81449
A1YKT1	A1YKT1
Q8W4D8	Q8W4D8
P82920	P82920
D3KY99	D3KY99
P53064	P53064
Q9FJF4	Q9FJF4
Q8GTS1	Q8GTS1
P41958	P41958
Q9H7L9	Q9H7L9
Q04411	Q04411
Q80Z30	Q80Z30
Q96LW4	Q96LW4
Q5VWP2	Q5VWP2
P80428	P80428
P41277	P41277
P18576	P18576
G5EFF5	G5EFF5
F6TQD1	F6TQD1
Q10335	Q10335
Q6PCN7	Q6PCN7
Q0WSX8	Q0WSX8
P47131	P47131
Q03201	Q03201
Q6P0N0	Q6P0N0
P36532	P36532
O61660	O61660
P08468	P08468
Q15004	Q15004
Q96L50	Q96L50
Q9P0M9	Q9P0M9
A0A075TMP0	A0A075TMP0
Q76PC4	Q76PC4
Q09750	Q09750
Q9VC61	Q9VC61
Q96S44	Q96S44
O82204	O82204
Q8IN94	Q8IN94
Q55GJ6	Q55GJ6
Q15833	Q15833
Q8R2K4	Q8R2K4
Q7L592	Q7L592
P29144	P29144
Q6VN19	Q6VN19
P86452	P86452
Q3UHC2	Q3UHC2
Q8WXU2	Q8WXU2
Q11120	Q11120
F4IY62	F4IY62
A0A2H1A5W4	A0A2H1A5W4
P49728	P49728
P38937	P38937
Q9UBI1	Q9UBI1
P41895	P41895
P51163	P51163
Q08230	Q08230
Q96AG3	Q96AG3
Q9SCL7	Q9SCL7
Q9ULR3	Q9ULR3
O43716	O43716
A2ALU4	A2ALU4
P53921	P53921
Q12167	Q12167
S0DPL8	S0DPL8
F8VPJ6	F8VPJ6
P92276	P92276
P11930	P11930
P49367	P49367
P29467	P29467
Q15428	Q15428
P20143	P20143
Q9JJK4	Q9JJK4
Q96IZ2	Q96IZ2
Q9NYV7	Q9NYV7
P26645	P26645
Q9LS24	Q9LS24
Q6P8X9	Q6P8X9
P36130	P36130
Q8CC88	Q8CC88
O49629	O49629
P36118	P36118
Q9LUI3	Q9LUI3
Q9UTI3	Q9UTI3
Q9W4S7	Q9W4S7
Q5AP80	Q5AP80
Q03375	Q03375
O75616	O75616
Q21502	Q21502
Q8NBF2	Q8NBF2
Q8S950	Q8S950
Q6P3S6	Q6P3S6
F4KFT7	F4KFT7
Q06139	Q06139
Q8SWX0	Q8SWX0
P53032	P53032
Q8K3J1	Q8K3J1
Q9M3B8	Q9M3B8
Q5XG73	Q5XG73
Q05979	Q05979
Q9UNA4	Q9UNA4
Q7Z4V0	Q7Z4V0
F4K933	F4K933
Q14642	Q14642
Q8GWR1	Q8GWR1
Q1K8F6	Q1K8F6
Q9NPI8	Q9NPI8
P40043	P40043
P30316	P30316
O95551	O95551
Q6ZQL4	Q6ZQL4
Q9BLG3	Q9BLG3
Q6UWF3	Q6UWF3
Q8N165	Q8N165
Q3KN41	Q3KN41
Q08236	Q08236
O60284	O60284
P25298	P25298
Q9P6L9	Q9P6L9
P31228	P31228
O14174	O14174
Q8TBZ3	Q8TBZ3
P38770	P38770
Q8RWX4	Q8RWX4
Q95748	Q95748
Q14142	Q14142
Q9LRY0	Q9LRY0
Q7Z2Z1	Q7Z2Z1
Q8BZA9	Q8BZA9
Q9Y375	Q9Y375
Q9BZ67	Q9BZ67
O94328	O94328
Q10109	Q10109
P32179	P32179
Q12094	Q12094
Q9H5U6	Q9H5U6
P78364	P78364
Q9P797	Q9P797
Q24142	Q24142
J9VI03	J9VI03
A2AKK5	A2AKK5
Q9LNE8	Q9LNE8
P0C5X8	P0C5X8
Q9NYJ1	Q9NYJ1
A8CVF3	A8CVF3
Q6A078	Q6A078
Q21773	Q21773
Q960V3	Q960V3
Q5SNT2	Q5SNT2
Q9VKY1	Q9VKY1
Q15029	Q15029
P34122	P34122
Q94C69	Q94C69
Q9GSF8	Q9GSF8
P13631	P13631
Q9UUI6	Q9UUI6
Q39056	Q39056
Q9JLR5	Q9JLR5
O43396	O43396
P28350	P28350
P46939	P46939
O94868	O94868
P53153	P53153
P40850	P40850
Q9M4B5	Q9M4B5
Q9FGV1	Q9FGV1
Q9VPH8	Q9VPH8
D0Q0Y7	D0Q0Y7
Q7Z6V5	Q7Z6V5
O14311	O14311
Q9NYY8	Q9NYY8
P11860	P11860
Q9VQ89	Q9VQ89
Q8CI15	Q8CI15
Q9P7S6	Q9P7S6
P78316	P78316
Q6UWZ7	Q6UWZ7
Q9UQ84	Q9UQ84
Q9NX20	Q9NX20
O13838	O13838
Q9H4Q4	Q9H4Q4
Q9UGP4	Q9UGP4
Q9SV55	Q9SV55
P47910	P47910
Q95XA8	Q95XA8
Q7S910	Q7S910
Q9H0Z9	Q9H0Z9
Q91W39	Q91W39
Q8BFX3	Q8BFX3
P04792	P04792
Q5M755	Q5M755
Q9FX31	Q9FX31
Q7SZL5	Q7SZL5
P38691	P38691
Q38796	Q38796
P34241	P34241
Q6Q5X2	Q6Q5X2
Q9SRW7	Q9SRW7
A8XJ98	A8XJ98
P34233	P34233
G4LTX4	G4LTX4
P38858	P38858
O44498	O44498
Q8L627	Q8L627
P49686	P49686
Q6YN16	Q6YN16
P32786	P32786
P54103	P54103
Q9FJW3	Q9FJW3
Q9UQN3	Q9UQN3
Q810F1	Q810F1
Q8NEY3	Q8NEY3
P48608	P48608
O74783	O74783
Q9UTG8	Q9UTG8
P19956	P19956
Q9UBT7	Q9UBT7
O13777	O13777
P45951	P45951
O14277	O14277
P40159	P40159
Q10990	Q10990
O48721	O48721
Q96QF0	Q96QF0
Q8VC49	Q8VC49
P36543	P36543
P53254	P53254
Q9I8A3	Q9I8A3
P36163	P36163
O00522	O00522
O80796	O80796
Q9LTS6	Q9LTS6
Q8L7C9	Q8L7C9
Q8WTT2	Q8WTT2
P10898	P10898
P32388	P32388
O43679	O43679
O80860	O80860
Q91YE8	Q91YE8
Q8NCN4	Q8NCN4
Q8N9N2	Q8N9N2
Q96PZ2	Q96PZ2
Q9H0C3	Q9H0C3
P32626	P32626
P24641	P24641
Q9LTQ0	Q9LTQ0
Q5I0E9	Q5I0E9
P06738	P06738
P34253	P34253
Q12386	Q12386
P53187	P53187
Q05568	Q05568
Q03388	Q03388
Q90X64	Q90X64
P07663	P07663
Q5TAX3	Q5TAX3
P09087	P09087
Q12748	Q12748
Q3E7A3	Q3E7A3
P82673	P82673
Q9D011	Q9D011
B6HLU1	B6HLU1
P40692	P40692
Q96QF7	Q96QF7
P14164	P14164
P0CG13	P0CG13
Q920F5	Q920F5
Q9GS00	Q9GS00
G5EEV2	G5EEV2
Q9VMD6	Q9VMD6
Q9URT8	Q9URT8
P29692	P29692
P40517	P40517
Q99315	Q99315
P07470	P07470
Q7S1R6	Q7S1R6
Q96JZ2	Q96JZ2
Q9HD34	Q9HD34
D3ZGZ6	D3ZGZ6
P38727	P38727
Q92355	Q92355
P53999	P53999
Q5SFM8	Q5SFM8
Q12223	Q12223
Q99638	Q99638
O42716	O42716
Q8WVY7	Q8WVY7
Q1K6Q3	Q1K6Q3
P03925	P03925
Q8H1F7	Q8H1F7
Q9CQ79	Q9CQ79
Q7YUD6	Q7YUD6
O43805	O43805
Q12132	Q12132
F4JZG9	F4JZG9
Q147X3	Q147X3
Q10187	Q10187
Q9URQ5	Q9URQ5
G4SLH0	G4SLH0
Q93560	Q93560
Q9QY24	Q9QY24
P36521	P36521
Q9LG26	Q9LG26
Q05930	Q05930
P15512	P15512
Q8R4C2	Q8R4C2
Q9UKA1	Q9UKA1
P55088	P55088
Q1K5G1	Q1K5G1
Q53GS7	Q53GS7
O43083	O43083
Q03063	Q03063
Q8IZS7	Q8IZS7
Q95T19	Q95T19
P82929	P82929
Q8NDF8	Q8NDF8
P25398	P25398
Q9SE43	Q9SE43
Q12107	Q12107
P52901	P52901
Q92374	Q92374
P17558	P17558
Q03338	Q03338
Q8WVF1	Q8WVF1
O13710	O13710
Q9NR00	Q9NR00
Q93YN0	Q93YN0
P03911	P03911
Q9BQL6	Q9BQL6
Q12104	Q12104
Q9FFH1	Q9FFH1
P35192	P35192
P62483	P62483
Q8CJ26	Q8CJ26
Q03631	Q03631
P87169	P87169
Q9BSV6	Q9BSV6
P49435	P49435
Q84VZ1	Q84VZ1
P32063	P32063
Q9QXM1	Q9QXM1
O80669	O80669
Q14690	Q14690
Q9D1F4	Q9D1F4
Q99829	Q99829
Q96CM3	Q96CM3
Q07053	Q07053
P09017	P09017
Q80ZG2	Q80ZG2
Q7L5Y1	Q7L5Y1
P47085	P47085
P57105	P57105
Q9H9P5	Q9H9P5
Q9ZWA1	Q9ZWA1
Q6UXV4	Q6UXV4
Q53H82	Q53H82
P10795	P10795
Q969H6	Q969H6
P53990	P53990
Q14686	Q14686
Q8NFU0	Q8NFU0
Q9VFK6	Q9VFK6
P38637	P38637
Q92247	Q92247
P38140	P38140
P22135	P22135
O88379	O88379
O65282	O65282
P40368	P40368
Q39161	Q39161
Q9H147	Q9H147
Q9P6M0	Q9P6M0
F1M386	F1M386
O60306	O60306
P32380	P32380
Q9UTT2	Q9UTT2
Q8BG87	Q8BG87
P24482	P24482
Q0WVF8	Q0WVF8
Q99496	Q99496
Q9UN81	Q9UN81
Q6XUX1	Q6XUX1
Q62924	Q62924
P46962	P46962
Q0VD83	Q0VD83
O82660	O82660
P35557	P35557
P38710	P38710
P18608	P18608
Q9CAI2	Q9CAI2
O95071	O95071
C8VP82	C8VP82
Q9NZM5	Q9NZM5
A2AKX3	A2AKX3
P80299	P80299
Q13342	Q13342
O43504	O43504
Q8T0D4	Q8T0D4
P38323	P38323
P91943	P91943
Q9LQ98	Q9LQ98
P00813	P00813
P33895	P33895
P0CY08	P0CY08
Q9JKX3	Q9JKX3
F4I2J8	F4I2J8
O22267	O22267
P58234	P58234
I6PL68	I6PL68
Q22323	Q22323
D4AEP3	D4AEP3
Q8NEZ4	Q8NEZ4
Q9FJI5	Q9FJI5
P47821	P47821
O70337	O70337
P55197	P55197
P47077	P47077
Q9M2X3	Q9M2X3
P32505	P32505
Q9LEZ1	Q9LEZ1
Q9BZV1	Q9BZV1
A0A5E4M3Q4	A0A5E4M3Q4
O00623	O00623
O14423	O14423
Q9BWC9	Q9BWC9
P18887	P18887
P38830	P38830
P51948	P51948
Q16342	Q16342
Q6UW78	Q6UW78
G7JND3	G7JND3
P23225	P23225
Q8N1G0	Q8N1G0
Q94EH2	Q94EH2
Q6Z1Z3	Q6Z1Z3
P51810	P51810
Q8IHY1	Q8IHY1
Q9QXX8	Q9QXX8
Q8H1D3	Q8H1D3
Q12084	Q12084
P28776	P28776
Q9BXV9	Q9BXV9
P25284	P25284
Q7Z3K3	Q7Z3K3
P16383	P16383
Q9P3B2	Q9P3B2
Q9BSF8	Q9BSF8
Q9SGY2	Q9SGY2
Q62847	Q62847
Q06512	Q06512
P39705	P39705
Q99808	Q99808
Q03213	Q03213
Q96I59	Q96I59
Q9NPI6	Q9NPI6
P24391	P24391
P13469	P13469
O74517	O74517
Q9US07	Q9US07
A8MPH9	A8MPH9
P68350	P68350
G5EBV0	G5EBV0
Q3URS9	Q3URS9
P53331	P53331
P53081	P53081
C6TCZ5	C6TCZ5
Q9HBI1	Q9HBI1
O36024	O36024
P09119	P09119
A6NFN3	A6NFN3
P40855	P40855
Q80W99	Q80W99
Q9Y2M0	Q9Y2M0
Q94AG6	Q94AG6
Q13573	Q13573
Q6NVF4	Q6NVF4
Q8N8Q8	Q8N8Q8
P14868	P14868
O00910	O00910
P38790	P38790
Q02969	Q02969
P19955	P19955
P24329	P24329
Q96DV4	Q96DV4
P99028	P99028
Q9Y6W5	Q9Y6W5
P53911	P53911
O00291	O00291
Q9CQ54	Q9CQ54
A0A0D1CRD0	A0A0D1CRD0
Q56A73	Q56A73
Q16534	Q16534
Q6PRD7	Q6PRD7
G5EED4	G5EED4
Q6ZTU2	Q6ZTU2
O74388	O74388
Q99741	Q99741
P09085	P09085
P33417	P33417
Q8IEG9	Q8IEG9
P20941	P20941
K4CF70	K4CF70
Q9H0U6	Q9H0U6
Q9Y3R4	Q9Y3R4
O75496	O75496
O94851	O94851
Q6IBW4	Q6IBW4
Q8N3F8	Q8N3F8
Q8TDR4	Q8TDR4
Q5SS91	Q5SS91
Q6PGP7	Q6PGP7
H2KZB2	H2KZB2
O09130	O09130
P92506	P92506
D3ZX63	D3ZX63
Q01663	Q01663
Q07794	Q07794
Q9BXL5	Q9BXL5
P38809	P38809
Q8S9K3	Q8S9K3
Q07923	Q07923
Q9HAV4	Q9HAV4
Q0E3V2	Q0E3V2
Q9M3I4	Q9M3I4
Q8R151	Q8R151
Q6Q547	Q6Q547
P22516	P22516
B1AUS7	B1AUS7
Q12400	Q12400
Q7RYW7	Q7RYW7
P25364	P25364
P32529	P32529
Q20977	Q20977
Q9LF68	Q9LF68
Q03111	Q03111
Q96EH3	Q96EH3
Q5FW52	Q5FW52
Q15038	Q15038
Q9UIG0	Q9UIG0
P40515	P40515
Q9CA45	Q9CA45
Q15025	Q15025
Q8WXX5	Q8WXX5
G1UH28	G1UH28
Q9GZQ3	Q9GZQ3
Q9UUC7	Q9UUC7
P28066	P28066
Q7ZW57	Q7ZW57
I1RC73	I1RC73
P48412	P48412
Q6UL01	Q6UL01
Q6PID8	Q6PID8
G5ECG2	G5ECG2
P17655	P17655
Q9BWW7	Q9BWW7
Q9V452	Q9V452
Q9BZJ7	Q9BZJ7
Q9NW13	Q9NW13
P50535	P50535
P09114	P09114
P47118	P47118
Q8L7F7	Q8L7F7
Q12024	Q12024
E3SCZ8	E3SCZ8
O74354	O74354
P56286	P56286
Q3MK94	Q3MK94
A0A0D1E3S6	A0A0D1E3S6
Q96CJ1	Q96CJ1
Q8GSJ6	Q8GSJ6
Q9JHS2	Q9JHS2
P40798	P40798
Q7FAD5	Q7FAD5
Q84Y18	Q84Y18
Q9ULU4	Q9ULU4
P25453	P25453
Q8CD10	Q8CD10
O80883	O80883
P28907	P28907
Q9BW66	Q9BW66
O13725	O13725
Q84VQ4	Q84VQ4
P38870	P38870
Q9LF79	Q9LF79
G5ECD9	G5ECD9
Q7SHB2	Q7SHB2
Q12136	Q12136
P29350	P29350
Q2TAK8	Q2TAK8
B9EJG8	B9EJG8
P27338	P27338
Q9LS90	Q9LS90
Q9C5Y0	Q9C5Y0
Q99JS0	Q99JS0
Q12333	Q12333
O94993	O94993
Q0JHU5	Q0JHU5
P56277	P56277
P39994	P39994
Q7LL22	Q7LL22
Q969P6	Q969P6
A0A2K8FQU5	A0A2K8FQU5
P22798	P22798
F4KAV2	F4KAV2
P0CT67	P0CT67
Q12219	Q12219
Q7L5D6	Q7L5D6
Q40477	Q40477
P09457	P09457
Q12354	Q12354
Q9SX29	Q9SX29
Q8R4F0	Q8R4F0
Q96EL1	Q96EL1
Q9TYT3	Q9TYT3
P32526	P32526
Q15286	Q15286
O14492	O14492
P63212	P63212
Q9SSA5	Q9SSA5
P42117	P42117
Q6ZWK4	Q6ZWK4
Q8K0U4	Q8K0U4
Q9UU83	Q9UU83
Q96NY9	Q96NY9
Q9Y3S2	Q9Y3S2
O88845	O88845
Q925D4	Q925D4
Q08062	Q08062
Q680Q4	Q680Q4
Q08421	Q08421
Q8GS60	Q8GS60
P0DPI2	P0DPI2
P04921	P04921
Q8CGY6	Q8CGY6
Q9VPH0	Q9VPH0
Q84JL7	Q84JL7
Q9Z0Z7	Q9Z0Z7
Q8L557	Q8L557
P42114	P42114
Q9DB00	Q9DB00
Q9JJL0	Q9JJL0
O55230	O55230
Q9UKK3	Q9UKK3
P79943	P79943
Q6VY05	Q6VY05
O04714	O04714
Q12159	Q12159
Q9C6X2	Q9C6X2
Q8NBA8	Q8NBA8
Q6IPR1	Q6IPR1
Q9VGZ5	Q9VGZ5
Q2WG80	Q2WG80
Q7KZN9	Q7KZN9
P47057	P47057
P21549	P21549
Q8C5P7	Q8C5P7
Q8GWQ6	Q8GWQ6
Q04052	Q04052
Q0VGT2	Q0VGT2
Q9CAF5	Q9CAF5
Q99590	Q99590
Q60707	Q60707
Q10198	Q10198
Q3UUF8	Q3UUF8
Q99ML0	Q99ML0
Q8LGJ5	Q8LGJ5
Q9URZ4	Q9URZ4
O14114	O14114
P32335	P32335
Q96PK6	Q96PK6
P84996	P84996
P78753	P78753
Q8WVT3	Q8WVT3
Q9CPR8	Q9CPR8
Q69YI7	Q69YI7
P82658	P82658
E5FYH0	E5FYH0
C8KI33	C8KI33
P48382	P48382
A2A8T7	A2A8T7
Q80TH2	Q80TH2
P22936	P22936
Q9D2V8	Q9D2V8
C4LY96	C4LY96
P06894	P06894
Q6MG82	Q6MG82
Q8T498	Q8T498
Q96CB8	Q96CB8
Q13428	Q13428
Q12146	Q12146
O74317	O74317
P83103	P83103
