Q12396	accession	Label	Set	CV_Fold	O74740	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
	Q8RUN2	0	Training	2	Q8RUN2	Arabidopsis thaliana	Plants	213		False
	Q06109	0	Training	3	Q06109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	277		False
	B2RUZ4	0	Training	4	B2RUZ4	Homo sapiens	Metazoa	78		True
	Q8TAS1	0	Training	0	Q8TAS1	Homo sapiens	Metazoa	419		False
	P53277	0	Training	1	P53277	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	215		False
	Q8IWU4	0	Training	2	Q8IWU4	Homo sapiens	Metazoa	369		True
	Q13015	0	Training	3	Q13015	Homo sapiens	Metazoa	90		False
	P00107	0	Training	4	P00107	Diacronema lutheri	Other	83		False
	P33441	0	Training	0	P33441	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392		False
	Q9NYJ1	0	Training	1	Q9NYJ1	Homo sapiens	Metazoa	87		False
	P32591	0	Training	2	P32591	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	825		False
	Q9GZT3	0	Training	3	Q9GZT3	Homo sapiens	Metazoa	109		False
	Q14657	0	Training	4	Q14657	Homo sapiens	Metazoa	143		False
	Q15847	0	Training	0	Q15847	Homo sapiens	Metazoa	76		False
	Q6IBW4	0	Training	1	Q6IBW4	Homo sapiens	Metazoa	605		False
	Q9H3F6	0	Training	2	Q9H3F6	Homo sapiens	Metazoa	313		False
	P93025	0	Training	3	P93025	Arabidopsis thaliana	Plants	915		False
	Q27403	0	Training	4	Q27403	Drosophila melanogaster	Metazoa	504		False
	S8F0G9	0	Training	0	S8F0G9	Toxoplasma gondii (strain ATCC 50611 / Me49)	Other	920		False
	Q9BUH6	0	Training	1	Q9BUH6	Homo sapiens	Metazoa	204		False
	Q23243	0	Training	2	Q23243	Caenorhabditis elegans	Metazoa	845		False
	P10156	0	Training	3	P10156	Tetrahymena thermophila (strain SB210)	Other	164		False
	P40535	0	Training	4	P40535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587		False
	Q5VWQ8	0	Training	0	Q5VWQ8	Homo sapiens	Metazoa	1189		False
	P63098	0	Training	1	P63098	Homo sapiens	Metazoa	170		False
	Q62209	0	Training	2	Q62209	Mus musculus	Metazoa	993		False
	Q9NX20	0	Training	3	Q9NX20	Homo sapiens	Metazoa	251		False
	Q8NDF8	0	Training	4	Q8NDF8	Homo sapiens	Metazoa	572		False
	Q06188	0	Training	0	Q06188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304		False
	Q9LK76	0	Training	1	Q9LK76	Arabidopsis thaliana	Plants	389		False
	O43058	0	Training	2	O43058	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663		False
	Q04377	0	Training	3	Q04377	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	747		False
	P91278	0	Training	4	P91278	Caenorhabditis elegans	Metazoa	362		False
	P24919	0	Training	0	P24919	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	273		False
	Q9H6F5	0	Training	1	Q9H6F5	Homo sapiens	Metazoa	360		False
	P32569	0	Training	2	P32569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687		False
	Q9M4B5	0	Training	3	Q9M4B5	Arabidopsis thaliana	Plants	129		False
	P32785	0	Training	4	P32785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401		False
	Q9D818	0	Training	0	Q9D818	Mus musculus	Metazoa	391		False
	O74317	0	Training	1	O74317	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	113		False
	F4J7T2	0	Training	2	F4J7T2	Arabidopsis thaliana	Plants	1907		False
	Q03776	0	Training	3	Q03776	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	544		False
	Q811H0	0	Training	4	Q811H0	Mus musculus	Metazoa	420		False
	Q9LZ08	0	Training	0	Q9LZ08	Arabidopsis thaliana	Plants	214		False
	O15226	0	Training	1	O15226	Homo sapiens	Metazoa	690		False
	A6QPQ5	0	Training	2	A6QPQ5	Bos taurus	Metazoa	325		False
	P47120	0	Training	3	P47120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325		False
	Q92619	0	Training	4	Q92619	Homo sapiens	Metazoa	1136		False
	Q8RWE8	0	Training	0	Q8RWE8	Arabidopsis thaliana	Plants	442		False
	O13834	0	Training	1	O13834	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	3227		False
	Q0WUY1	0	Training	2	Q0WUY1	Arabidopsis thaliana	Plants	534		False
	Q9SCY2	0	Training	3	Q9SCY2	Arabidopsis thaliana	Plants	208		False
	Q9BXS1	0	Training	4	Q9BXS1	Homo sapiens	Metazoa	227		False
	Q08931	0	Training	0	Q08931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		False
	P25364	0	Training	1	P25364	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	564		False
	O46101	0	Training	2	O46101	Drosophila melanogaster	Metazoa	244		True
	P54939	0	Training	3	P54939	Gallus gallus	Metazoa	2541		False
	Q86UA6	0	Training	4	Q86UA6	Homo sapiens	Metazoa	219		False
	P34708	0	Training	0	P34708	Caenorhabditis elegans	Metazoa	1110		False
	Q8K339	0	Training	1	Q8K339	Mus musculus	Metazoa	391		False
	P97303	0	Training	2	P97303	Mus musculus	Metazoa	839		False
	P28803	0	Training	3	P28803	Spinacia oleracea	Plants	128		False
	O74518	0	Training	4	O74518	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	336		False
	Q9FFK6	0	Training	0	Q9FFK6	Arabidopsis thaliana	Plants	810		False
	Q9BWU0	0	Training	1	Q9BWU0	Homo sapiens	Metazoa	742		False
	E1BUG7	0	Training	2	E1BUG7	Gallus gallus	Metazoa	690		False
	P10105	0	Training	3	P10105	Drosophila melanogaster	Metazoa	629		False
	P47141	0	Training	4	P47141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	266		False
	Q86YD1	0	Training	0	Q86YD1	Homo sapiens	Metazoa	416		False
	Q94JU3	0	Training	1	Q94JU3	Arabidopsis thaliana	Plants	260		False
	F4I2J8	0	Training	2	F4I2J8	Arabidopsis thaliana	Plants	716		False
	Q2TB10	0	Training	3	Q2TB10	Homo sapiens	Metazoa	664		False
	Q93VT9	0	Training	4	Q93VT9	Arabidopsis thaliana	Plants	220		False
	P18576	0	Training	0	P18576	Rattus norvegicus	Metazoa	341		False
	Q9P000	0	Training	1	Q9P000	Homo sapiens	Metazoa	198		False
	Q9H204	0	Training	2	Q9H204	Homo sapiens	Metazoa	178		False
	P38302	0	Training	3	P38302	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140		False
	Q6NWY9	0	Training	4	Q6NWY9	Homo sapiens	Metazoa	871		False
	Q12062	0	Training	0	Q12062	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	643		False
	Q04749	0	Training	1	Q04749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426		False
	Q06835	0	Training	2	Q06835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	107		False
	D4A4P4	0	Training	3	D4A4P4	Rattus norvegicus	Metazoa	490		False
	Q6NV75	0	Training	4	Q6NV75	Homo sapiens	Metazoa	609		True
	Q9C5H9	0	Training	0	Q9C5H9	Arabidopsis thaliana	Plants	678		False
	Q9HGP5	0	Training	1	Q9HGP5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	268		False
	O15084	0	Training	2	O15084	Homo sapiens	Metazoa	1053		False
	Q9UUM2	0	Training	3	Q9UUM2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	971		False
	O75506	0	Training	4	O75506	Homo sapiens	Metazoa	76		False
	P42847	0	Training	0	P42847	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	217		False
	Q921G6	0	Training	1	Q921G6	Mus musculus	Metazoa	680		False
	Q06665	0	Training	2	Q06665	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692		False
	B9DGU7	0	Training	3	B9DGU7	Arabidopsis thaliana	Plants	267		False
	P87234	0	Training	4	P87234	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	635		False
	P82925	0	Training	0	P82925	Bos taurus	Metazoa	386		False
	Q1ZXU0	0	Training	1	Q1ZXU0	Caenorhabditis elegans	Metazoa	205		False
	Q12406	0	Training	2	Q12406	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	477		False
	P10852	0	Training	3	P10852	Mus musculus	Metazoa	526		True
	P34260	0	Training	4	P34260	Caenorhabditis elegans	Metazoa	603		False
	G5EDT1	0	Training	0	G5EDT1	Caenorhabditis elegans	Metazoa	961		False
	Q5VWG9	0	Training	1	Q5VWG9	Homo sapiens	Metazoa	929		False
	P32494	0	Training	2	P32494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	702		False
	Q6PDS3	0	Training	3	Q6PDS3	Mus musculus	Metazoa	724		False
	Q9VAM5	0	Training	4	Q9VAM5	Drosophila melanogaster	Metazoa	872		False
	Q8SWR3	0	Training	0	Q8SWR3	Drosophila melanogaster	Metazoa	435		False
	O93295	0	Training	1	O93295	Gallus gallus	Metazoa	493		True
	P48437	0	Training	2	P48437	Mus musculus	Metazoa	737		False
	F1NPG5	0	Training	3	F1NPG5	Gallus gallus	Metazoa	639		False
	Q04867	0	Training	4	Q04867	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	317		False
	O81852	0	Training	0	O81852	Arabidopsis thaliana	Plants	916		False
	Q9SIU2	0	Training	1	Q9SIU2	Arabidopsis thaliana	Plants	848		False
	Q62868	0	Training	2	Q62868	Rattus norvegicus	Metazoa	1388		False
	A0A0R4IMY7	0	Training	3	A0A0R4IMY7	Danio rerio	Metazoa	1470		False
	Q19203	0	Training	4	Q19203	Caenorhabditis elegans	Metazoa	310		False
	Q03782	0	Training	0	Q03782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492		False
	Q9VBW6	0	Training	1	Q9VBW6	Drosophila melanogaster	Metazoa	678		False
	Q9HCJ1	0	Training	2	Q9HCJ1	Homo sapiens	Metazoa	492		True
	A0A486WWJ9	0	Training	3	A0A486WWJ9	Caenorhabditis elegans	Metazoa	582		False
	Q5XVF0	0	Training	4	Q5XVF0	Arabidopsis thaliana	Plants	666		False
	Q9Z2T2	0	Training	0	Q9Z2T2	Rattus norvegicus	Metazoa	336		True
	Q15058	0	Training	1	Q15058	Homo sapiens	Metazoa	1648		False
	Q7KRI2	0	Training	2	Q7KRI2	Drosophila melanogaster	Metazoa	127		False
	Q05131	0	Training	3	Q05131	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	434		True
	Q8BMA5	0	Training	4	Q8BMA5	Mus musculus	Metazoa	1420		False
	B1AUS7	0	Training	0	B1AUS7	Mus musculus	Metazoa	101		False
	E9Q7G0	0	Training	1	E9Q7G0	Mus musculus	Metazoa	2094		False
	P54113	0	Training	2	P54113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	591		False
	Q37708	0	Training	3	Q37708	Artemia franciscana	Metazoa	219		True
	P46678	0	Training	4	P46678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	594		False
	P53233	0	Training	0	P53233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	369		False
	Q9UJ42	0	Training	1	Q9UJ42	Homo sapiens	Metazoa	338		True
	Q8T0D4	0	Training	2	Q8T0D4	Drosophila melanogaster	Metazoa	299		False
	Q4ZGE1	0	Training	3	Q4ZGE1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	61		True
	Q9USR9	0	Training	4	Q9USR9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	643		False
	F4JCX9	0	Training	0	F4JCX9	Arabidopsis thaliana	Plants	663		False
	P82281	0	Training	1	P82281	Arabidopsis thaliana	Plants	349		False
	B5X0I6	0	Training	2	B5X0I6	Arabidopsis thaliana	Plants	1091		False
	Q08278	0	Training	3	Q08278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222		False
	Q8WYH8	0	Training	4	Q8WYH8	Homo sapiens	Metazoa	240		False
	Q8GXA4	0	Training	0	Q8GXA4	Arabidopsis thaliana	Plants	489		False
	Q1MTR4	0	Training	1	Q1MTR4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424		False
	Q10426	0	Training	2	Q10426	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1040		False
	O94417	0	Training	3	O94417	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	301		False
	Q13285	0	Training	4	Q13285	Homo sapiens	Metazoa	461		False
	Q96IZ2	0	Training	0	Q96IZ2	Homo sapiens	Metazoa	230		True
	Q08959	0	Training	1	Q08959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321		False
	Q6NZ36	0	Training	2	Q6NZ36	Homo sapiens	Metazoa	180		False
	Q06089	0	Training	3	Q06089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161		True
	O08608	0	Training	4	O08608	Mus musculus	Metazoa	189		False
	P15340	0	Training	0	P15340	Gallus gallus	Metazoa	62		False
	P18412	0	Training	1	P18412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486		False
	Q8CIN9	0	Training	2	Q8CIN9	Rattus norvegicus	Metazoa	362		False
	P38227	0	Training	3	P38227	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	689		False
	Q09884	0	Training	4	Q09884	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1374		False
	O14464	0	Training	0	O14464	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	93		False
	W5U2K2	0	Training	1	W5U2K2	Catharanthus roseus	Plants	289		False
	Q9LF79	0	Training	2	Q9LF79	Arabidopsis thaliana	Plants	1074		False
	P38172	0	Training	3	P38172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	270		False
	O60150	0	Training	4	O60150	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361		False
	Q4E657	0	Training	0	Q4E657	Trypanosoma cruzi (strain CL Brener)	Other	485		False
	Q9P7C8	0	Training	1	Q9P7C8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	214		False
	O75478	0	Training	2	O75478	Homo sapiens	Metazoa	443		False
	Q96M32	0	Training	3	Q96M32	Homo sapiens	Metazoa	723		False
	Q7S4E7	0	Training	4	Q7S4E7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	124		False
	A0A0D1E3S6	0	Training	0	A0A0D1E3S6	Mycosarcoma maydis	Fungi	591		False
	P38749	0	Training	1	P38749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330		False
	P38282	0	Training	2	P38282	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291		False
	P14907	0	Training	3	P14907	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	823		False
	Q8WXX7	0	Training	4	Q8WXX7	Homo sapiens	Metazoa	1259		False
	Q8TF40	0	Training	0	Q8TF40	Homo sapiens	Metazoa	1166		False
	P49842	0	Training	1	P49842	Homo sapiens	Metazoa	254		False
	Q9C829	0	Training	2	Q9C829	Arabidopsis thaliana	Plants	440		False
	P19634	0	Training	3	P19634	Homo sapiens	Metazoa	815		False
	O00488	0	Training	4	O00488	Homo sapiens	Metazoa	134		False
	Q8WVH0	0	Training	0	Q8WVH0	Homo sapiens	Metazoa	158		False
	P94077	0	Training	1	P94077	Arabidopsis thaliana	Plants	189		False
	Q673G8	0	Training	2	Q673G8	Danio rerio	Metazoa	837		False
	Q9HD34	0	Training	3	Q9HD34	Homo sapiens	Metazoa	91		False
	P60879	0	Training	4	P60879	Mus musculus	Metazoa	206		False
	Q94AI4	0	Training	0	Q94AI4	Arabidopsis thaliana	Plants	775		False
	Q9VS24	0	Training	1	Q9VS24	Drosophila melanogaster	Metazoa	994		False
	Q7SA88	0	Training	2	Q7SA88	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	439		False
	Q01517	0	Training	3	Q01517	Pisum sativum	Plants	349		False
	O74563	0	Training	4	O74563	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	680		False
	Q91YI6	0	Training	0	Q91YI6	Mus musculus	Metazoa	484		False
	O74844	0	Training	1	O74844	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244		False
	P08417	0	Training	2	P08417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	488		False
	Q8R3H9	0	Training	3	Q8R3H9	Mus musculus	Metazoa	386		False
	O13395	0	Training	4	O13395	Mycosarcoma maydis	Fungi	1180		False
	A0A7J6K338	0	Training	0	A0A7J6K338	Toxoplasma gondii	Other	504		True
	Q12420	0	Training	1	Q12420	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587		False
	Q8L7F7	0	Training	2	Q8L7F7	Arabidopsis thaliana	Plants	739		False
	Q8IXW5	0	Training	3	Q8IXW5	Homo sapiens	Metazoa	612		False
	P14066	0	Training	4	P14066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	229		False
	Q9NZ63	0	Training	0	Q9NZ63	Homo sapiens	Metazoa	289		False
	Q80Z30	0	Training	1	Q80Z30	Rattus norvegicus	Metazoa	750		False
	Q23405	0	Training	2	Q23405	Caenorhabditis elegans	Metazoa	842		False
	P28066	0	Training	3	P28066	Homo sapiens	Metazoa	241		False
	Q9VEC1	0	Training	4	Q9VEC1	Drosophila melanogaster	Metazoa	642		False
	P32843	0	Training	0	P32843	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	850		False
	Q10274	0	Training	1	Q10274	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	390		False
	Q9ESJ1	0	Training	2	Q9ESJ1	Mus musculus	Metazoa	568		False
	O78750	0	Training	3	O78750	Ovis aries	Metazoa	227		True
	Q9Y314	0	Training	4	Q9Y314	Homo sapiens	Metazoa	301		False
	Q9FFF5	0	Training	0	Q9FFF5	Arabidopsis thaliana	Plants	241		False
	Q80WB5	0	Training	1	Q80WB5	Mus musculus	Metazoa	209		False
	P22293	0	Training	2	P22293	Drosophila melanogaster	Metazoa	1325		False
	Q6P3S6	0	Training	3	Q6P3S6	Homo sapiens	Metazoa	717		False
	P0DPI2	0	Training	4	P0DPI2	Homo sapiens	Metazoa	268		False
	Q96DE5	0	Training	0	Q96DE5	Homo sapiens	Metazoa	110		False
	Q8NAV1	0	Training	1	Q8NAV1	Homo sapiens	Metazoa	312		False
	Q9UST6	0	Training	2	Q9UST6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	198		False
	Q03654	0	Training	3	Q03654	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590		False
	P38169	0	Training	4	P38169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	460		False
	Q8GT74	0	Training	0	Q8GT74	Arabidopsis thaliana	Plants	241		True
	Q8L7E9	0	Training	1	Q8L7E9	Arabidopsis thaliana	Plants	421		False
	C6SZ50	0	Training	2	C6SZ50	Glycine max	Plants	211		False
	P53107	0	Training	3	P53107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440		False
	Q99816	0	Training	4	Q99816	Homo sapiens	Metazoa	390		False
	Q5TAX3	0	Training	0	Q5TAX3	Homo sapiens	Metazoa	1644		False
	O35914	0	Training	1	O35914	Mus musculus	Metazoa	961		False
	Q8N9N2	0	Training	2	Q8N9N2	Homo sapiens	Metazoa	400		False
	Q9UDX5	0	Training	3	Q9UDX5	Homo sapiens	Metazoa	166		True
	Q96255	0	Training	4	Q96255	Arabidopsis thaliana	Plants	430		False
	P09114	0	Training	0	P09114	Nicotiana tabacum	Plants	664		False
	O60284	0	Training	1	O60284	Homo sapiens	Metazoa	1047		False
	Q99JT1	0	Training	2	Q99JT1	Mus musculus	Metazoa	557		False
	O94258	0	Training	3	O94258	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	978		False
	Q3HNG7	0	Training	4	Q3HNG7	Bos taurus	Metazoa	343		False
	Q15388	0	Training	0	Q15388	Homo sapiens	Metazoa	145		True
	Q6P4F7	0	Training	1	Q6P4F7	Homo sapiens	Metazoa	1023		False
	Q84TH4	0	Training	2	Q84TH4	Arabidopsis thaliana	Plants	382		False
	O94311	0	Training	3	O94311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	180		False
	Q7SB95	0	Training	4	Q7SB95	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	117		False
	B2C6R6	0	Training	0	B2C6R6	Arabidopsis thaliana	Plants	681		False
	P05549	0	Training	1	P05549	Homo sapiens	Metazoa	437		False
	Q59H18	0	Training	2	Q59H18	Homo sapiens	Metazoa	835		False
	Q3E6R5	0	Training	3	Q3E6R5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	114		True
	Q27539	0	Training	4	Q27539	Caenorhabditis elegans	Metazoa	221		False
	O02751	0	Training	0	O02751	Bos taurus	Metazoa	592		False
	Q9BUE6	0	Training	1	Q9BUE6	Homo sapiens	Metazoa	129		False
	Q567V2	0	Training	2	Q567V2	Homo sapiens	Metazoa	206		True
	P43583	0	Training	3	P43583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2143		False
	Q5JNS0	0	Training	4	Q5JNS0	Oryza sativa subsp. japonica	Plants	379		False
	P36159	0	Training	0	P36159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	838		False
	O82264	0	Training	1	O82264	Arabidopsis thaliana	Plants	413		False
	P42566	0	Training	2	P42566	Homo sapiens	Metazoa	896		False
	P35639	0	Training	3	P35639	Mus musculus	Metazoa	168		False
	Q9DCX2	0	Training	4	Q9DCX2	Mus musculus	Metazoa	161		False
	P56216	0	Training	0	P56216	Penicillium simplicissimum	Fungi	560		False
	O95696	0	Training	1	O95696	Homo sapiens	Metazoa	1058		False
	Q8N684	0	Training	2	Q8N684	Homo sapiens	Metazoa	471		False
	P46781	0	Training	3	P46781	Homo sapiens	Metazoa	194		False
	Q92766	0	Training	4	Q92766	Homo sapiens	Metazoa	1687		False
	Q9Y0E4	0	Training	0	Q9Y0E4	Drosophila melanogaster	Metazoa	2262		False
	Q8LLD0	0	Training	1	Q8LLD0	Arabidopsis thaliana	Plants	1046		False
	Q38AH0	0	Training	2	Q38AH0	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	370		False
	Q9H633	0	Training	3	Q9H633	Homo sapiens	Metazoa	154		False
	Q08622	0	Training	4	Q08622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	556		False
	Q3TLD5	0	Training	0	Q3TLD5	Mus musculus	Metazoa	531		False
	A0A8I6ASZ5	0	Training	1	A0A8I6ASZ5	Rattus norvegicus	Metazoa	666		False
	Q96I36	0	Training	2	Q96I36	Homo sapiens	Metazoa	57		True
	Q9Y808	0	Training	3	Q9Y808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1063		False
	O80669	0	Training	4	O80669	Arabidopsis thaliana	Plants	141		False
	Q9JJK4	0	Training	0	Q9JJK4	Rattus norvegicus	Metazoa	372		True
	O95751	0	Training	1	O95751	Homo sapiens	Metazoa	146		False
	Q8H1D4	0	Training	2	Q8H1D4	Arabidopsis thaliana	Plants	355		False
	Q9SK71	0	Training	3	Q9SK71	Arabidopsis thaliana	Plants	430		False
	Q8WXE1	0	Training	4	Q8WXE1	Homo sapiens	Metazoa	791		False
	O75132	0	Training	0	O75132	Homo sapiens	Metazoa	1171		False
	Q9Z0P4	0	Training	1	Q9Z0P4	Mus musculus	Metazoa	383		False
	B3H5K9	0	Training	2	B3H5K9	Arabidopsis thaliana	Plants	782		False
	Q9GYS1	0	Training	3	Q9GYS1	Caenorhabditis elegans	Metazoa	459		False
	P40023	0	Training	4	P40023	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	145		False
	Q9ZPX5	0	Training	0	Q9ZPX5	Arabidopsis thaliana	Plants	632		False
	Q8GWA2	0	Training	1	Q8GWA2	Arabidopsis thaliana	Plants	273		False
	Q53GL0	0	Training	2	Q53GL0	Homo sapiens	Metazoa	409		False
	P46962	0	Training	3	P46962	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		False
	O96626	0	Training	4	O96626	Dictyostelium discoideum	Other	138		False
	Q8SX83	0	Training	0	Q8SX83	Drosophila melanogaster	Metazoa	5560		False
	Q94165	0	Training	1	Q94165	Caenorhabditis elegans	Metazoa	256		False
	Q01962	0	Training	2	Q01962	Komagataella pastoris	Fungi	713		False
	Q20591	0	Training	3	Q20591	Caenorhabditis elegans	Metazoa	86		True
	Q9H4M9	0	Training	4	Q9H4M9	Homo sapiens	Metazoa	534		False
	Q9CQE1	0	Training	0	Q9CQE1	Mus musculus	Metazoa	247		False
	Q96L08	0	Training	1	Q96L08	Homo sapiens	Metazoa	255		False
	Q9S7W5	0	Training	2	Q9S7W5	Arabidopsis thaliana	Plants	355		False
	P36543	0	Training	3	P36543	Homo sapiens	Metazoa	226		False
	Q8WW38	0	Training	4	Q8WW38	Homo sapiens	Metazoa	1151		False
	P35658	0	Training	0	P35658	Homo sapiens	Metazoa	2090		False
	Q18909	0	Training	1	Q18909	Caenorhabditis elegans	Metazoa	319		False
	Q9Y2K1	0	Training	2	Q9Y2K1	Homo sapiens	Metazoa	713		False
	Q6VNB8	0	Training	3	Q6VNB8	Mus musculus	Metazoa	3508		False
	P16547	0	Training	4	P16547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393		True
	Q05979	0	Training	0	Q05979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453		False
	Q9Y5U2	0	Training	1	Q9Y5U2	Homo sapiens	Metazoa	329		False
	Q6PB70	0	Training	2	Q6PB70	Mus musculus	Metazoa	1060		False
	Q15911	0	Training	3	Q15911	Homo sapiens	Metazoa	3703		False
	P18074	0	Training	4	P18074	Homo sapiens	Metazoa	760		False
	P18887	0	Training	0	P18887	Homo sapiens	Metazoa	633		False
	Q6NLQ7	0	Training	1	Q6NLQ7	Arabidopsis thaliana	Plants	476		False
	P47979	0	Training	2	P47979	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	404		False
	Q969V5	0	Training	3	Q969V5	Homo sapiens	Metazoa	352		True
	A8MQL1	0	Training	4	A8MQL1	Arabidopsis thaliana	Plants	1082		False
	G8B839	0	Training	0	G8B839	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	Fungi	266		False
