O74740	accession	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
P25627	P25627	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	275		False
P40360	P40360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	574		False
O17679	O17679	Caenorhabditis elegans	Metazoa	708		False
O24463	O24463	Zea mays	Plants	328		False
Q8WVI0	Q8WVI0	Homo sapiens	Metazoa	70		True
O82170	O82170	Arabidopsis thaliana	Plants	402		False
P20050	P20050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	605		False
O43031	O43031	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381		False
Q8BGW1	Q8BGW1	Mus musculus	Metazoa	502		False
Q9Z2D6	Q9Z2D6	Mus musculus	Metazoa	484		False
P41930	P41930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458		True
P25299	P25299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296		False
P43606	P43606	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	678		False
Q6S4P4	Q6S4P4	Oryza sativa subsp. japonica	Plants	329		False
Q9ER97	Q9ER97	Mus musculus	Metazoa	151		False
P07255	P07255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	59		True
Q9Y5B0	Q9Y5B0	Homo sapiens	Metazoa	961		False
Q96EY7	Q96EY7	Homo sapiens	Metazoa	689		False
Q9Y7M6	Q9Y7M6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217		False
Q8NBI5	Q8NBI5	Homo sapiens	Metazoa	491		True
P40498	P40498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	721		False
Q90941	Q90941	Gallus gallus	Metazoa	1633		False
Q06149	Q06149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	701		False
Q6PIZ9	Q6PIZ9	Homo sapiens	Metazoa	186		True
Q09739	Q09739	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210		False
Q9SL05	Q9SL05	Arabidopsis thaliana	Plants	133		False
Q53JF7	Q53JF7	Oryza sativa subsp. japonica	Plants	138		False
Q03782	Q03782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492		False
F4HVZ5	F4HVZ5	Arabidopsis thaliana	Plants	279		False
P56385	P56385	Homo sapiens	Metazoa	69		False
Q08622	Q08622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	556		False
Q3U284	Q3U284	Mus musculus	Metazoa	315		True
P98078	P98078	Mus musculus	Metazoa	766		False
P32357	P32357	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355		False
P21359	P21359	Homo sapiens	Metazoa	2839		False
P56645	P56645	Homo sapiens	Metazoa	1201		False
Q7K4V4	Q7K4V4	Drosophila melanogaster	Metazoa	244		False
Q07555	Q07555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291		False
Q12487	Q12487	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	163		False
Q9VFG8	Q9VFG8	Drosophila melanogaster	Metazoa	1288		False
P25846	P25846	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	959		False
Q96B23	Q96B23	Homo sapiens	Metazoa	404		False
P38228	P38228	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	572		False
Q9Y421	Q9Y421	Homo sapiens	Metazoa	112		False
Q9USY4	Q9USY4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	527		False
Q6AT41	Q6AT41	Oryza sativa subsp. japonica	Plants	451		False
Q969Y2	Q969Y2	Homo sapiens	Metazoa	492		False
F4IHY7	F4IHY7	Arabidopsis thaliana	Plants	527		False
Q09130	Q09130	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	446		False
Q62908	Q62908	Rattus norvegicus	Metazoa	193		False
Q3U2U7	Q3U2U7	Mus musculus	Metazoa	461		False
Q9FKP4	Q9FKP4	Arabidopsis thaliana	Plants	1264		False
Q9Y2D1	Q9Y2D1	Homo sapiens	Metazoa	282		False
Q08047	Q08047	Zea mays	Plants	799		False
P39880	P39880	Homo sapiens	Metazoa	1505		False
P24522	P24522	Homo sapiens	Metazoa	165		False
Q9JKD9	Q9JKD9	Mus musculus	Metazoa	465		False
P53233	P53233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	369		False
Q12476	Q12476	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344		False
Q9UKN8	Q9UKN8	Homo sapiens	Metazoa	822		False
P23611	P23611	Mus musculus	Metazoa	424		False
Q9LPL4	Q9LPL4	Arabidopsis thaliana	Plants	360		False
Q10252	Q10252	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	358		True
P69447	P69447	Spinacia oleracea	Plants	81		True
U3H042	U3H042	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264		False
Q9DB60	Q9DB60	Mus musculus	Metazoa	201		False
Q9DBA9	Q9DBA9	Mus musculus	Metazoa	547		False
P14712	P14712	Arabidopsis thaliana	Plants	1122		False
O75665	O75665	Homo sapiens	Metazoa	1012		False
Q39255	Q39255	Arabidopsis thaliana	Plants	160		False
P33399	P33399	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	275		False
P07548	P07548	Drosophila melanogaster	Metazoa	586		False
Q9BS16	Q9BS16	Homo sapiens	Metazoa	269		False
P32792	P32792	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385		False
Q15785	Q15785	Homo sapiens	Metazoa	309		False
P54113	P54113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	591		False
P32494	P32494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	702		False
Q9UNE7	Q9UNE7	Homo sapiens	Metazoa	303		False
Q9FN69	Q9FN69	Arabidopsis thaliana	Plants	637		False
Q9UPV0	Q9UPV0	Homo sapiens	Metazoa	1460		False
S8EZA7	S8EZA7	Toxoplasma gondii (strain ATCC 50611 / Me49)	Other	534		True
Q8IVF7	Q8IVF7	Homo sapiens	Metazoa	1028		False
Q6NZY4	Q6NZY4	Homo sapiens	Metazoa	707		False
Q5AP95	Q5AP95	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	517		False
I6LAD1	I6LAD1	Komagataella pastoris	Fungi	384		False
Q42496	Q42496	Chlamydomonas reinhardtii	Plants	99		True
Q9CQ29	Q9CQ29	Mus musculus	Metazoa	239		False
Q9VQI9	Q9VQI9	Drosophila melanogaster	Metazoa	1673		False
Q8VDU0	Q8VDU0	Mus musculus	Metazoa	679		False
Q9NRG9	Q9NRG9	Homo sapiens	Metazoa	546		False
Q924W6	Q924W6	Mus musculus	Metazoa	1344		False
P41002	P41002	Homo sapiens	Metazoa	786		False
Q96NE9	Q96NE9	Homo sapiens	Metazoa	622		False
P41073	P41073	Drosophila melanogaster	Metazoa	716		False
Q96L08	Q96L08	Homo sapiens	Metazoa	255		False
O97965	O97965	Ovis aries	Metazoa	110		False
Q0PNE2	Q0PNE2	Homo sapiens	Metazoa	266		False
O43918	O43918	Homo sapiens	Metazoa	545		False
Q6PDS3	Q6PDS3	Mus musculus	Metazoa	724		False
Q9PVF7	Q9PVF7	Danio rerio	Metazoa	729		False
Q96RL1	Q96RL1	Homo sapiens	Metazoa	719		False
P53335	P53335	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271		False
P22058	P22058	Drosophila melanogaster	Metazoa	355		False
O94822	O94822	Homo sapiens	Metazoa	1766		False
Q24573	Q24573	Drosophila melanogaster	Metazoa	911		False
Q8GT74	Q8GT74	Arabidopsis thaliana	Plants	241		True
Q9UH92	Q9UH92	Homo sapiens	Metazoa	298		False
G5EC86	G5EC86	Caenorhabditis elegans	Metazoa	407		False
Q15916	Q15916	Homo sapiens	Metazoa	424		False
Q8LD98	Q8LD98	Arabidopsis thaliana	Plants	252		True
Q9R1X4	Q9R1X4	Mus musculus	Metazoa	1197		False
O59858	O59858	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	158		False
Q652K4	Q652K4	Oryza sativa subsp. japonica	Plants	315		False
P53226	P53226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	547		False
P38803	P38803	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334		False
Q9FNZ5	Q9FNZ5	Arabidopsis thaliana	Plants	142		False
D0EL35	D0EL35	Arabidopsis thaliana	Plants	1272		False
Q9XI46	Q9XI46	Arabidopsis thaliana	Plants	159		True
Q9NZI6	Q9NZI6	Homo sapiens	Metazoa	479		False
P53875	P53875	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	158		False
Q9Y605	Q9Y605	Homo sapiens	Metazoa	127		False
Q9VJL6	Q9VJL6	Drosophila melanogaster	Metazoa	138		False
O14981	O14981	Homo sapiens	Metazoa	1849		False
Q6A037	Q6A037	Mus musculus	Metazoa	893		False
P78337	P78337	Homo sapiens	Metazoa	314		False
P53287	P53287	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		False
Q86UA6	Q86UA6	Homo sapiens	Metazoa	219		False
Q9C8J7	Q9C8J7	Arabidopsis thaliana	Plants	509		False
O08586	O08586	Mus musculus	Metazoa	403		False
Q8R4I4	Q8R4I4	Mus musculus	Metazoa	468		False
Q00757	Q00757	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	916		False
Q6L5B5	Q6L5B5	Oryza sativa subsp. japonica	Plants	248		False
P38789	P38789	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453		False
Q9CPP6	Q9CPP6	Mus musculus	Metazoa	116		False
Q9LU39	Q9LU39	Arabidopsis thaliana	Plants	317		False
P35195	P35195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104		False
Q7RWZ7	Q7RWZ7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	201		False
Q8IYR2	Q8IYR2	Homo sapiens	Metazoa	804		False
A2AG58	A2AG58	Mus musculus	Metazoa	752		False
Q9NYV6	Q9NYV6	Homo sapiens	Metazoa	651		False
P34708	P34708	Caenorhabditis elegans	Metazoa	1110		False
P40344	P40344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310		False
Q700C7	Q700C7	Arabidopsis thaliana	Plants	364		False
O95817	O95817	Homo sapiens	Metazoa	575		False
Q9VYD1	Q9VYD1	Drosophila melanogaster	Metazoa	2313		False
O94329	O94329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	183		False
P53067	P53067	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1004		False
O15360	O15360	Homo sapiens	Metazoa	1455		False
Q12788	Q12788	Homo sapiens	Metazoa	808		False
Q9NZG7	Q9NZG7	Homo sapiens	Metazoa	142		True
Q7Z419	Q7Z419	Homo sapiens	Metazoa	303		False
O09174	O09174	Mus musculus	Metazoa	381		False
P53920	P53920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	997		False
O93956	O93956	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	549		True
Q05958	Q05958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	814		False
Q93Y32	Q93Y32	Arabidopsis thaliana	Plants	384		False
Q8NHY2	Q8NHY2	Homo sapiens	Metazoa	731		False
Q6VNB8	Q6VNB8	Mus musculus	Metazoa	3508		False
P14731	P14731	Gallus gallus	Metazoa	584		False
Q10573	Q10573	Caenorhabditis elegans	Metazoa	1139		False
O42666	O42666	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	243		False
Q9SK50	Q9SK50	Arabidopsis thaliana	Plants	539		False
Q5IBH7	Q5IBH7	Mus musculus	Metazoa	310		False
Q32NR9	Q32NR9	Xenopus laevis	Metazoa	708		False
Q8TC90	Q8TC90	Homo sapiens	Metazoa	406		False
Q07534	Q07534	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307		True
Q96F07	Q96F07	Homo sapiens	Metazoa	1278		False
P36151	P36151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352		False
Q9STF2	Q9STF2	Arabidopsis thaliana	Plants	510		False
Q15058	Q15058	Homo sapiens	Metazoa	1648		False
P52594	P52594	Homo sapiens	Metazoa	562		False
Q9UL03	Q9UL03	Homo sapiens	Metazoa	887		False
Q15398	Q15398	Homo sapiens	Metazoa	846		False
Q9BXP2	Q9BXP2	Homo sapiens	Metazoa	914		True
Q86WB7	Q86WB7	Homo sapiens	Metazoa	457		True
Q8VYZ5	Q8VYZ5	Arabidopsis thaliana	Plants	900		False
Q9LDE4	Q9LDE4	Arabidopsis thaliana	Plants	244		False
O74835	O74835	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1690		False
P82245	P82245	Spinacia oleracea	Plants	148		False
P46781	P46781	Homo sapiens	Metazoa	194		False
P51610	P51610	Homo sapiens	Metazoa	2035		False
Q9H6Z9	Q9H6Z9	Homo sapiens	Metazoa	239		False
Q15834	Q15834	Homo sapiens	Metazoa	202		False
P32914	P32914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	102		False
Q9U221	Q9U221	Caenorhabditis elegans	Metazoa	282		False
Q39249	Q39249	Arabidopsis thaliana	Plants	462		False
P92792	P92792	Solanum tuberosum	Plants	204		False
P19634	P19634	Homo sapiens	Metazoa	815		False
P32944	P32944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	819		False
A0A1D8PRB7	A0A1D8PRB7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	1105		False
Q8LLD0	Q8LLD0	Arabidopsis thaliana	Plants	1046		False
G5EFQ5	G5EFQ5	Caenorhabditis elegans	Metazoa	301		False
Q06683	Q06683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	689		False
Q9U226	Q9U226	Caenorhabditis elegans	Metazoa	342		False
Q8TDB4	Q8TDB4	Homo sapiens	Metazoa	240		True
Q18909	Q18909	Caenorhabditis elegans	Metazoa	319		False
Q9D818	Q9D818	Mus musculus	Metazoa	391		False
Q9W2H9	Q9W2H9	Drosophila melanogaster	Metazoa	541		False
Q9P3U7	Q9P3U7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	547		True
Q9ZQ19	Q9ZQ19	Arabidopsis thaliana	Plants	279		False
Q63430	Q63430	Rattus norvegicus	Metazoa	154		False
Q10FT0	Q10FT0	Oryza sativa subsp. japonica	Plants	824		False
P28328	P28328	Homo sapiens	Metazoa	305		True
Q8TBE7	Q8TBE7	Homo sapiens	Metazoa	412		False
Q9LEK8	Q9LEK8	Digitalis lanata	Plants	118		False
Q9P7B7	Q9P7B7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295		False
Q9BZJ8	Q9BZJ8	Homo sapiens	Metazoa	451		True
Q8BP40	Q8BP40	Mus musculus	Metazoa	418		False
O74311	O74311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150		False
Q9VN91	Q9VN91	Drosophila melanogaster	Metazoa	198		False
P07910	P07910	Homo sapiens	Metazoa	306		False
P38769	P38769	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630		False
Q94FL6	Q94FL6	Arabidopsis thaliana	Plants	436		False
Q62209	Q62209	Mus musculus	Metazoa	993		False
Q01080	Q01080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415		False
O60150	O60150	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361		False
P78527	P78527	Homo sapiens	Metazoa	4128		False
P36517	P36517	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319		False
Q9NUJ1	Q9NUJ1	Homo sapiens	Metazoa	306		False
Q8NBZ0	Q8NBZ0	Homo sapiens	Metazoa	244		False
Q05905	Q05905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244		False
Q9SQR5	Q9SQR5	Arabidopsis thaliana	Plants	554		False
A0A2I0C2C6	A0A2I0C2C6	Plasmodium falciparum (isolate NF54)	Other	3078		False
Q9HFF5	Q9HFF5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1205		False
O75554	O75554	Homo sapiens	Metazoa	376		False
P54730	P54730	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416		False
A2AIL4	A2AIL4	Mus musculus	Metazoa	333		False
O35615	O35615	Mus musculus	Metazoa	995		False
Q9JKU3	Q9JKU3	Rattus norvegicus	Metazoa	1749		False
P11836	P11836	Homo sapiens	Metazoa	297		True
O09053	O09053	Mus musculus	Metazoa	1401		False
Q8NC56	Q8NC56	Homo sapiens	Metazoa	503		False
P53330	P53330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157		False
Q61234	Q61234	Mus musculus	Metazoa	503		False
Q8VC65	Q8VC65	Mus musculus	Metazoa	262		True
Q9D842	Q9D842	Mus musculus	Metazoa	499		False
Q8VWK0	Q8VWK0	Arabidopsis thaliana	Plants	442		False
O80842	O80842	Arabidopsis thaliana	Plants	366		False
Q9UI32	Q9UI32	Homo sapiens	Metazoa	602		False
Q86YN6	Q86YN6	Homo sapiens	Metazoa	1023		False
Q6C6R8	Q6C6R8	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	417		False
Q9M8S7	Q9M8S7	Arabidopsis thaliana	Plants	313		False
P53201	P53201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476		False
Q03525	Q03525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211		False
T2BMW7	T2BMW7	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	548		False
Q5U623	Q5U623	Homo sapiens	Metazoa	682		False
Q6PB70	Q6PB70	Mus musculus	Metazoa	1060		False
P42232	P42232	Mus musculus	Metazoa	786		False
P49916	P49916	Homo sapiens	Metazoa	1009		False
O35914	O35914	Mus musculus	Metazoa	961		False
Q9XII1	Q9XII1	Arabidopsis thaliana	Plants	307		False
Q9P7C9	Q9P7C9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	304		False
P0DJH7	P0DJH7	Gallus gallus	Metazoa	80		False
Q0JFZ0	Q0JFZ0	Oryza sativa subsp. japonica	Plants	247		False
Q9Y2R0	Q9Y2R0	Homo sapiens	Metazoa	106		True
Q93356	Q93356	Caenorhabditis elegans	Metazoa	278		False
Q94K75	Q94K75	Arabidopsis thaliana	Plants	401		False
P32493	P32493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	518		False
P08417	P08417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	488		False
Q99188	Q99188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	309		False
Q9Y4E5	Q9Y4E5	Homo sapiens	Metazoa	1061		False
Q4WF55	Q4WF55	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	462		False
Q9CAH5	Q9CAH5	Arabidopsis thaliana	Plants	320		True
Q96C01	Q96C01	Homo sapiens	Metazoa	138		False
Q96C12	Q96C12	Homo sapiens	Metazoa	935		False
Q2Z1W2	Q2Z1W2	Gallus gallus	Metazoa	345		False
P32855	P32855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1065		False
O94609	O94609	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1012		False
A0A6P3HVI0	A0A6P3HVI0	Bison bison bison	Metazoa	535		True
Q674X7	Q674X7	Homo sapiens	Metazoa	775		False
C4R4G9	C4R4G9	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	344		False
Q9H008	Q9H008	Homo sapiens	Metazoa	270		False
Q9USQ4	Q9USQ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	396		False
Q6Z955	Q6Z955	Oryza sativa subsp. japonica	Plants	518		False
Q9NX04	Q9NX04	Homo sapiens	Metazoa	203		False
Q9JK95	Q9JK95	Mus musculus	Metazoa	193		True
Q9LS02	Q9LS02	Arabidopsis thaliana	Plants	253		False
Q9UQY9	Q9UQY9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429		False
Q02796	Q02796	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	332		False
Q9NVR2	Q9NVR2	Homo sapiens	Metazoa	710		False
Q9VC45	Q9VC45	Drosophila melanogaster	Metazoa	1954		False
Q9BSI4	Q9BSI4	Homo sapiens	Metazoa	451		False
P22813	P22813	Drosophila melanogaster	Metazoa	691		False
Q96H22	Q96H22	Homo sapiens	Metazoa	339		False
Q9Y4K3	Q9Y4K3	Homo sapiens	Metazoa	522		False
P62847	P62847	Homo sapiens	Metazoa	133		False
Q6P6J4	Q6P6J4	Mus musculus	Metazoa	239		False
P50539	P50539	Homo sapiens	Metazoa	228		False
O75603	O75603	Homo sapiens	Metazoa	506		False
Q587E3	Q587E3	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	735		False
Q63342	Q63342	Rattus norvegicus	Metazoa	857		False
Q84JG2	Q84JG2	Arabidopsis thaliana	Plants	469		False
E2RU10	E2RU10	Giardia intestinalis (strain ATCC 50803 / WB clone C6)	Other	238		False
Q03760	Q03760	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334		False
P25046	P25046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	220		False
Q8NF64	Q8NF64	Homo sapiens	Metazoa	920		False
O74553	O74553	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	326		False
P50531	P50531	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	606		False
Q9UF56	Q9UF56	Homo sapiens	Metazoa	701		False
Q9P7E0	Q9P7E0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	79		True
Q9H8W5	Q9H8W5	Homo sapiens	Metazoa	580		False
Q9NVH0	Q9NVH0	Homo sapiens	Metazoa	621		True
Q9HGN4	Q9HGN4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	151		False
O70531	O70531	Rattus norvegicus	Metazoa	739		False
P55199	P55199	Homo sapiens	Metazoa	621		False
Q15047	Q15047	Homo sapiens	Metazoa	1291		False
Q86WP2	Q86WP2	Homo sapiens	Metazoa	473		False
Q02060	Q02060	Spinacia oleracea	Plants	274		False
A0A120KVR5	A0A120KVR5	Trypanosoma brucei brucei	Other	1642		False
Q708Y0	Q708Y0	Arabidopsis thaliana	Plants	623		False
P22224	P22224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	910		False
Q92688	Q92688	Homo sapiens	Metazoa	251		False
Q8BHK1	Q8BHK1	Mus musculus	Metazoa	323		True
Q09808	Q09808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152		False
Q04847	Q04847	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553		False
P82970	P82970	Homo sapiens	Metazoa	282		False
Q8VWG3	Q8VWG3	Arabidopsis thaliana	Plants	303		False
O02351	O02351	Antheraea polyphemus	Metazoa	525		True
Q1MT80	Q1MT80	Danio rerio	Metazoa	618		False
P47074	P47074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	515		False
Q96BN2	Q96BN2	Homo sapiens	Metazoa	335		False
Q6UB28	Q6UB28	Homo sapiens	Metazoa	335		False
Q10103	Q10103	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	960		False
Q9UU79	Q9UU79	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	260		False
A8CEI3	A8CEI3	Leucaena leucocephala	Plants	443		False
O49687	O49687	Arabidopsis thaliana	Plants	589		False
Q9SJQ6	Q9SJQ6	Arabidopsis thaliana	Plants	1393		False
P40995	P40995	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872		False
Q12066	Q12066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484		False
Q12179	Q12179	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	454		False
O54697	O54697	Rattus norvegicus	Metazoa	745		True
Q9Y512	Q9Y512	Homo sapiens	Metazoa	469		False
Q61884	Q61884	Mus musculus	Metazoa	491		False
Q3ZBF6	Q3ZBF6	Bos taurus	Metazoa	412		False
Q9VWE6	Q9VWE6	Drosophila melanogaster	Metazoa	2111		False
Q2NL27	Q2NL27	Bos taurus	Metazoa	190		False
P43079	P43079	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	656		False
Q9UKV3	Q9UKV3	Homo sapiens	Metazoa	1341		False
Q557E7	Q557E7	Dictyostelium discoideum	Other	665		False
Q9LSC4	Q9LSC4	Arabidopsis thaliana	Plants	344		False
P40543	P40543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189		False
Q12433	Q12433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		False
A0A0K2GUJ4	A0A0K2GUJ4	Dermatophagoides pteronyssinus	Metazoa	118		False
Q810H6	Q810H6	Rattus norvegicus	Metazoa	846		False
P50947	P50947	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330		False
Q01560	Q01560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		False
O94418	O94418	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	851		False
Q08683	Q08683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	685		False
Q15172	Q15172	Homo sapiens	Metazoa	486		False
Q96BY2	Q96BY2	Homo sapiens	Metazoa	351		False
O14328	O14328	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	474		False
P35710	P35710	Mus musculus	Metazoa	763		False
O94668	O94668	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	388		False
P08044	P08044	Drosophila melanogaster	Metazoa	390		False
Q9FN48	Q9FN48	Arabidopsis thaliana	Plants	387		False
Q9VM71	Q9VM71	Drosophila melanogaster	Metazoa	908		False
Q08457	Q08457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257		False
P0DYC3	P0DYC3	Talaromyces sp	Fungi	665		False
P18847	P18847	Homo sapiens	Metazoa	181		False
Q9BXJ9	Q9BXJ9	Homo sapiens	Metazoa	866		False
Q6Y5D8	Q6Y5D8	Mus musculus	Metazoa	786		False
P40060	P40060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125		False
P26569	P26569	Arabidopsis thaliana	Plants	273		False
Q8WVX9	Q8WVX9	Homo sapiens	Metazoa	515		False
O22161	O22161	Arabidopsis thaliana	Plants	930		False
Q54QR9	Q54QR9	Dictyostelium discoideum	Other	584		False
Q9UJX4	Q9UJX4	Homo sapiens	Metazoa	755		False
Q9Y5Y0	Q9Y5Y0	Homo sapiens	Metazoa	555		False
P07248	P07248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1323		False
Q8BTW8	Q8BTW8	Mus musculus	Metazoa	588		False
P21357	P21357	Solanum tuberosum	Plants	538		False
