O74740	accession	Label	Set	CV_Fold	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
Q8H1D4	Q8H1D4	0	Training	2	Arabidopsis thaliana	Plants	355		False
Q9SK71	Q9SK71	0	Training	3	Arabidopsis thaliana	Plants	430		False
Q8WXE1	Q8WXE1	0	Training	4	Homo sapiens	Metazoa	791		False
O75132	O75132	0	Training	0	Homo sapiens	Metazoa	1171		False
Q9Z0P4	Q9Z0P4	0	Training	1	Mus musculus	Metazoa	383		False
B3H5K9	B3H5K9	0	Training	2	Arabidopsis thaliana	Plants	782		False
Q9GYS1	Q9GYS1	0	Training	3	Caenorhabditis elegans	Metazoa	459		False
P40023	P40023	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	145		False
Q9ZPX5	Q9ZPX5	0	Training	0	Arabidopsis thaliana	Plants	632		False
Q8GWA2	Q8GWA2	0	Training	1	Arabidopsis thaliana	Plants	273		False
Q53GL0	Q53GL0	0	Training	2	Homo sapiens	Metazoa	409		False
P46962	P46962	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		False
O96626	O96626	0	Training	4	Dictyostelium discoideum	Other	138		False
Q8SX83	Q8SX83	0	Training	0	Drosophila melanogaster	Metazoa	5560		False
Q94165	Q94165	0	Training	1	Caenorhabditis elegans	Metazoa	256		False
Q01962	Q01962	0	Training	2	Komagataella pastoris	Fungi	713		False
Q20591	Q20591	0	Training	3	Caenorhabditis elegans	Metazoa	86		True
Q9H4M9	Q9H4M9	0	Training	4	Homo sapiens	Metazoa	534		False
Q9CQE1	Q9CQE1	0	Training	0	Mus musculus	Metazoa	247		False
Q96L08	Q96L08	0	Training	1	Homo sapiens	Metazoa	255		False
Q9S7W5	Q9S7W5	0	Training	2	Arabidopsis thaliana	Plants	355		False
P36543	P36543	0	Training	3	Homo sapiens	Metazoa	226		False
Q8WW38	Q8WW38	0	Training	4	Homo sapiens	Metazoa	1151		False
P35658	P35658	0	Training	0	Homo sapiens	Metazoa	2090		False
Q18909	Q18909	0	Training	1	Caenorhabditis elegans	Metazoa	319		False
Q9Y2K1	Q9Y2K1	0	Training	2	Homo sapiens	Metazoa	713		False
Q6VNB8	Q6VNB8	0	Training	3	Mus musculus	Metazoa	3508		False
P16547	P16547	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393		True
Q05979	Q05979	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453		False
Q9Y5U2	Q9Y5U2	0	Training	1	Homo sapiens	Metazoa	329		False
Q6PB70	Q6PB70	0	Training	2	Mus musculus	Metazoa	1060		False
Q15911	Q15911	0	Training	3	Homo sapiens	Metazoa	3703		False
P18074	P18074	0	Training	4	Homo sapiens	Metazoa	760		False
P18887	P18887	0	Training	0	Homo sapiens	Metazoa	633		False
Q6NLQ7	Q6NLQ7	0	Training	1	Arabidopsis thaliana	Plants	476		False
P47979	P47979	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	404		False
Q969V5	Q969V5	0	Training	3	Homo sapiens	Metazoa	352		True
A8MQL1	A8MQL1	0	Training	4	Arabidopsis thaliana	Plants	1082		False
G8B839	G8B839	0	Training	0	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	Fungi	266		False
P41814	P41814	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478		False
Q09823	Q09823	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	791		False
P03874	P03874	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630		False
Q9UDW3	Q9UDW3	0	Training	4	Homo sapiens	Metazoa	170		False
Q9NWY4	Q9NWY4	0	Training	0	Homo sapiens	Metazoa	346		False
Q9P1Z0	Q9P1Z0	0	Training	1	Homo sapiens	Metazoa	1013		False
O80506	O80506	0	Training	2	Arabidopsis thaliana	Plants	93		False
P0CU09	P0CU09	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	235		False
Q9SNC0	Q9SNC0	0	Training	4	Arabidopsis thaliana	Plants	182		False
P01129	P01129	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	767		False
Q9XFT3	Q9XFT3	0	Training	1	Arabidopsis thaliana	Plants	224		False
Q923S6	Q923S6	0	Training	2	Mus musculus	Metazoa	574		False
Q91YJ3	Q91YJ3	0	Training	3	Mus musculus	Metazoa	226		False
Q9LVI9	Q9LVI9	0	Training	4	Arabidopsis thaliana	Plants	426		False
Q9UQ84	Q9UQ84	0	Training	0	Homo sapiens	Metazoa	846		False
P38812	P38812	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185		False
Q9LG26	Q9LG26	0	Training	2	Arabidopsis thaliana	Plants	689		False
Q20977	Q20977	0	Training	3	Caenorhabditis elegans	Metazoa	567		False
Q96BY2	Q96BY2	0	Training	4	Homo sapiens	Metazoa	351		False
O02219	O02219	0	Training	0	Caenorhabditis elegans	Metazoa	453		False
P16371	P16371	0	Training	1	Drosophila melanogaster	Metazoa	730		False
Q8IYM2	Q8IYM2	0	Training	2	Homo sapiens	Metazoa	578		False
P87315	P87315	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1630		False
A0A2K8FQU5	A0A2K8FQU5	0	Training	4	Catharanthus roseus	Plants	436		False
P40364	P40364	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	252		False
Q3EBC8	Q3EBC8	0	Training	1	Arabidopsis thaliana	Plants	1388		False
Q9FIE3	Q9FIE3	0	Training	2	Arabidopsis thaliana	Plants	620		False
Q9VXG1	Q9VXG1	0	Training	3	Drosophila melanogaster	Metazoa	1959		False
P25637	P25637	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258		False
Q9SEL7	Q9SEL7	0	Training	0	Arabidopsis thaliana	Plants	323		False
Q96IZ0	Q96IZ0	0	Training	1	Homo sapiens	Metazoa	340		False
Q8N4Q1	Q8N4Q1	0	Training	2	Homo sapiens	Metazoa	142		False
O42648	O42648	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341		False
P49903	P49903	0	Training	4	Homo sapiens	Metazoa	392		False
Q9GTP4	Q9GTP4	0	Training	0	Crithidia fasciculata	Other	502		True
P34247	P34247	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250		False
P12354	P12354	0	Training	2	Spinacia oleracea	Plants	125		False
Q9AYU1	Q9AYU1	0	Training	3	Triphysaria versicolor	Plants	329		False
P53061	P53061	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	704		False
Q96BI1	Q96BI1	0	Training	0	Homo sapiens	Metazoa	424		True
P38874	P38874	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	309		False
Q8N3V7	Q8N3V7	0	Training	2	Homo sapiens	Metazoa	929		False
Q17990	Q17990	0	Training	3	Caenorhabditis elegans	Metazoa	439		True
P20052	P20052	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		False
Q12219	Q12219	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294		False
Q09904	Q09904	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1159		False
A6NFN3	A6NFN3	0	Training	2	Homo sapiens	Metazoa	312		False
O43812	O43812	0	Training	3	Homo sapiens	Metazoa	170		False
O94585	O94585	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	187		False
P31228	P31228	0	Training	0	Bos taurus	Metazoa	341		False
Q9CPP6	Q9CPP6	0	Training	1	Mus musculus	Metazoa	116		False
O76906	O76906	0	Training	2	Drosophila melanogaster	Metazoa	982		False
Q80ZQ9	Q80ZQ9	0	Training	3	Mus musculus	Metazoa	193		False
Q07794	Q07794	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	436		False
P46310	P46310	0	Training	0	Arabidopsis thaliana	Plants	446		False
Q06324	Q06324	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491		False
Q8WW12	Q8WW12	0	Training	2	Homo sapiens	Metazoa	178		False
Q8W4B1	Q8W4B1	0	Training	3	Arabidopsis thaliana	Plants	652		False
Q8N5M1	Q8N5M1	0	Training	4	Homo sapiens	Metazoa	289		False
Q03799	Q03799	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		False
Q99L02	Q99L02	0	Training	1	Mus musculus	Metazoa	253		False
P38870	P38870	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785		False
Q84LM4	Q84LM4	0	Training	3	Arabidopsis thaliana	Plants	764		False
Q8L983	Q8L983	0	Training	4	Arabidopsis thaliana	Plants	218		False
Q9LW00	Q9LW00	0	Training	0	Arabidopsis thaliana	Plants	254		False
P21306	P21306	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	62		False
Q84VQ4	Q84VQ4	0	Training	2	Arabidopsis thaliana	Plants	218		False
Q8L9X2	Q8L9X2	0	Training	3	Arabidopsis thaliana	Plants	203		False
Q99929	Q99929	0	Training	4	Homo sapiens	Metazoa	193		False
Q9CWR0	Q9CWR0	0	Training	0	Mus musculus	Metazoa	618		False
Q8N7A1	Q8N7A1	0	Training	1	Homo sapiens	Metazoa	406		False
Q2TAK8	Q2TAK8	0	Training	2	Homo sapiens	Metazoa	710		False
A0A509APT1	A0A509APT1	0	Training	3	Plasmodium berghei (strain Anka)	Other	258		True
O23722	O23722	0	Training	4	Arabidopsis thaliana	Plants	412		False
P46946	P46946	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345		False
Q13772	Q13772	0	Training	1	Homo sapiens	Metazoa	614		False
O14894	O14894	0	Training	2	Homo sapiens	Metazoa	197		True
O14336	O14336	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	461		False
Q02223	Q02223	0	Training	4	Homo sapiens	Metazoa	184		True
Q14CB8	Q14CB8	0	Training	0	Homo sapiens	Metazoa	494		False
Q3T9M1	Q3T9M1	0	Training	1	Mus musculus	Metazoa	494		False
Q969V6	Q969V6	0	Training	2	Homo sapiens	Metazoa	931		False
P28007	P28007	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	205		False
Q02959	Q02959	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	697		False
Q9FYS5	Q9FYS5	0	Training	0	Zea mays	Plants	193		False
Q15916	Q15916	0	Training	1	Homo sapiens	Metazoa	424		False
Q8IYL3	Q8IYL3	0	Training	2	Homo sapiens	Metazoa	243		False
P53834	P53834	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		False
O23813	O23813	0	Training	4	Zea mays	Plants	635		False
Q86W54	Q86W54	0	Training	0	Homo sapiens	Metazoa	205		False
Q9M8S7	Q9M8S7	0	Training	1	Arabidopsis thaliana	Plants	313		False
P25008	P25008	0	Training	2	Drosophila melanogaster	Metazoa	267		False
Q8CII8	Q8CII8	0	Training	3	Mus musculus	Metazoa	388		False
P40467	P40467	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	964		False
F4JRB0	F4JRB0	0	Training	0	Arabidopsis thaliana	Plants	363		False
Q8ISM1	Q8ISM1	0	Training	1	Giardia intestinalis	Other	755		False
Q80Z37	Q80Z37	0	Training	2	Mus musculus	Metazoa	1033		False
P59382	P59382	0	Training	3	Rattus norvegicus	Metazoa	212		False
Q7M6Y2	Q7M6Y2	0	Training	4	Mus musculus	Metazoa	395		False
Q39056	Q39056	0	Training	0	Arabidopsis thaliana	Plants	270		False
Q9SR77	Q9SR77	0	Training	1	Arabidopsis thaliana	Plants	309		False
Q9ZQI7	Q9ZQI7	0	Training	2	Arabidopsis thaliana	Plants	456		False
Q9VDV3	Q9VDV3	0	Training	3	Drosophila melanogaster	Metazoa	546		False
Q6BDR8	Q6BDR8	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300		False
Q9CAF5	Q9CAF5	0	Training	0	Arabidopsis thaliana	Plants	338		False
P33749	P33749	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630		False
I1RC73	I1RC73	0	Training	2	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	492		False
Q0QWG9	Q0QWG9	0	Training	3	Mus musculus	Metazoa	1203		False
Q96IX5	Q96IX5	0	Training	4	Homo sapiens	Metazoa	58		True
Q8CJ26	Q8CJ26	0	Training	0	Mus musculus	Metazoa	228		True
Q0JHU5	Q0JHU5	0	Training	1	Oryza sativa subsp. japonica	Plants	159		False
F4J284	F4J284	0	Training	2	Arabidopsis thaliana	Plants	860		False
P83565	P83565	0	Training	3	Rattus norvegicus	Metazoa	206		False
Q9VYX1	Q9VYX1	0	Training	4	Drosophila melanogaster	Metazoa	101		False
Q9C103	Q9C103	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735		False
Q9BW91	Q9BW91	0	Training	1	Homo sapiens	Metazoa	350		False
Q03254	Q03254	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	732		False
P40055	P40055	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554		False
Q9M390	Q9M390	0	Training	4	Arabidopsis thaliana	Plants	570		False
O77408	O77408	0	Training	0	Lymnaea stagnalis	Metazoa	638		True
Q5AJU7	Q5AJU7	0	Training	1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	499		False
G1UH28	G1UH28	0	Training	2	Punica granatum	Plants	299		False
P14164	P14164	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	731		False
Q9XI73	Q9XI73	0	Training	4	Arabidopsis thaliana	Plants	190		False
Q53H47	Q53H47	0	Training	0	Homo sapiens	Metazoa	684		False
Q9Y5S8	Q9Y5S8	0	Training	1	Homo sapiens	Metazoa	564		True
Q8NDX5	Q8NDX5	0	Training	2	Homo sapiens	Metazoa	983		False
Q8TDR4	Q8TDR4	0	Training	3	Homo sapiens	Metazoa	215		False
Q7S5N0	Q7S5N0	0	Training	4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	364		False
P97376	P97376	0	Training	0	Mus musculus	Metazoa	258		False
P38262	P38262	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	535		False
Q9M1X2	Q9M1X2	0	Training	2	Arabidopsis thaliana	Plants	279		False
Q8WWC4	Q8WWC4	0	Training	3	Homo sapiens	Metazoa	291		False
Q9SU71	Q9SU71	0	Training	4	Arabidopsis thaliana	Plants	629		False
Q9LRI8	Q9LRI8	0	Training	0	Spinacia oleracea	Plants	562		False
Q9Y7N1	Q9Y7N1	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240		False
P47035	P47035	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1189		False
Q9UU99	Q9UU99	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1008		False
Q4KLP8	Q4KLP8	0	Training	4	Xenopus laevis	Metazoa	663		False
A0A0N7KIY3	A0A0N7KIY3	0	Training	0	Oryza sativa subsp. japonica	Plants	352		False
E5KBU3	E5KBU3	0	Training	1	Pinus taeda	Plants	354		False
Q9V3H8	Q9V3H8	0	Training	2	Drosophila melanogaster	Metazoa	133		False
Q12038	Q12038	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1033		False
F4HZG9	F4HZG9	0	Training	4	Arabidopsis thaliana	Plants	493		False
Q09847	Q09847	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1325		False
P91853	P91853	0	Training	1	Caenorhabditis elegans	Metazoa	356		False
Q94AV5	Q94AV5	0	Training	2	Arabidopsis thaliana	Plants	459		False
Q6ZRQ5	Q6ZRQ5	0	Training	3	Homo sapiens	Metazoa	1243		False
P62277	P62277	0	Training	4	Homo sapiens	Metazoa	151		False
Q8NI35	Q8NI35	0	Training	0	Homo sapiens	Metazoa	1801		False
Q569Z6	Q569Z6	0	Training	1	Mus musculus	Metazoa	951		False
Q9R1X4	Q9R1X4	0	Training	2	Mus musculus	Metazoa	1197		False
H2KYU6	H2KYU6	0	Training	3	Caenorhabditis elegans	Metazoa	529		False
Q9SID1	Q9SID1	0	Training	4	Arabidopsis thaliana	Plants	238		False
Q03973	Q03973	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246		False
O82645	O82645	0	Training	1	Arabidopsis thaliana	Plants	488		False
P32380	P32380	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	944		False
O14503	O14503	0	Training	3	Homo sapiens	Metazoa	412		False
O23945	O23945	0	Training	4	Fragaria vesca	Plants	556		False
Q18412	Q18412	0	Training	0	Caenorhabditis elegans	Metazoa	309		False
Q9FNZ4	Q9FNZ4	0	Training	1	Arabidopsis thaliana	Plants	112		False
Q9M297	Q9M297	0	Training	2	Arabidopsis thaliana	Plants	1256		False
Q9Y6G5	Q9Y6G5	0	Training	3	Homo sapiens	Metazoa	202		False
P38848	P38848	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579		False
Q9JIX9	Q9JIX9	0	Training	0	Mus musculus	Metazoa	511		False
O60053	O60053	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	440		False
Q8CD10	Q8CD10	0	Training	2	Mus musculus	Metazoa	432		False
P09087	P09087	0	Training	3	Drosophila melanogaster	Metazoa	493		False
Q8N8Q8	Q8N8Q8	0	Training	4	Homo sapiens	Metazoa	333		False
Q9W3E2	Q9W3E2	0	Training	0	Drosophila melanogaster	Metazoa	1195		False
P70444	P70444	0	Training	1	Mus musculus	Metazoa	195		False
Q93VP3	Q93VP3	0	Training	2	Arabidopsis thaliana	Plants	159		False
Q9NVT9	Q9NVT9	0	Training	3	Homo sapiens	Metazoa	282		False
Q0WV90	Q0WV90	0	Training	4	Arabidopsis thaliana	Plants	1120		False
Q86Y01	Q86Y01	0	Training	0	Homo sapiens	Metazoa	620		False
Q86VI4	Q86VI4	0	Training	1	Homo sapiens	Metazoa	317		False
Q6ZRS2	Q6ZRS2	0	Training	2	Homo sapiens	Metazoa	3230		False
Q9SR62	Q9SR62	0	Training	3	Arabidopsis thaliana	Plants	309		False
O95180	O95180	0	Training	4	Homo sapiens	Metazoa	2353		False
Q9TYY7	Q9TYY7	0	Training	0	Caenorhabditis elegans	Metazoa	478		True
Q6Q547	Q6Q547	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	58		False
Q42687	Q42687	0	Training	2	Chlamydomonas reinhardtii	Plants	219		False
Q0VGT2	Q0VGT2	0	Training	3	Mus musculus	Metazoa	1544		False
Q1MTQ0	Q1MTQ0	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	692		False
P70399	P70399	0	Training	0	Mus musculus	Metazoa	1969		False
P93203	P93203	0	Training	1	Solanum lycopersicum	Plants	697		False
Q13426	Q13426	0	Training	2	Homo sapiens	Metazoa	336		False
Q9VHI4	Q9VHI4	0	Training	3	Drosophila melanogaster	Metazoa	85		False
P46947	P46947	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	266		False
P32314	P32314	0	Training	0	Homo sapiens	Metazoa	431		False
Q9LLC6	Q9LLC6	0	Training	1	Chlamydomonas reinhardtii	Plants	198		False
P34226	P34226	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	696		False
Q6ZBH6	Q6ZBH6	0	Training	3	Oryza sativa subsp. japonica	Plants	373		False
Q96QF0	Q96QF0	0	Training	4	Homo sapiens	Metazoa	476		False
A0A5K7RLP0	A0A5K7RLP0	0	Training	0	Mus musculus	Metazoa	589		False
O04479	O04479	0	Training	1	Arabidopsis thaliana	Plants	199		False
Q9D5U8	Q9D5U8	0	Training	2	Mus musculus	Metazoa	673		False
Q9UGP4	Q9UGP4	0	Training	3	Homo sapiens	Metazoa	676		False
Q9H2X8	Q9H2X8	0	Training	4	Homo sapiens	Metazoa	130		True
Q9FY74	Q9FY74	0	Training	0	Arabidopsis thaliana	Plants	1007		False
E9F591	E9F591	0	Training	1	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075)	Fungi	445		False
P13804	P13804	0	Training	2	Homo sapiens	Metazoa	333		False
Q94FY8	Q94FY8	0	Training	3	Zea mays	Plants	474		False
Q9H9P5	Q9H9P5	0	Training	4	Homo sapiens	Metazoa	680		False
P43558	P43558	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301		False
P19955	P19955	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		False
P53208	P53208	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328		False
Q2EMV9	Q2EMV9	0	Training	3	Mus musculus	Metazoa	1817		False
Q04779	Q04779	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	684		False
Q9BWF2	Q9BWF2	0	Training	0	Homo sapiens	Metazoa	469		False
Q9V4P1	Q9V4P1	0	Training	1	Drosophila melanogaster	Metazoa	1239		False
G5EEH9	G5EEH9	0	Training	2	Caenorhabditis elegans	Metazoa	1678		False
P58753	P58753	0	Training	3	Homo sapiens	Metazoa	221		False
Q9FHK4	Q9FHK4	0	Training	4	Arabidopsis thaliana	Plants	615		False
Q9FLD5	Q9FLD5	0	Training	0	Arabidopsis thaliana	Plants	514		True
Q8R5A3	Q8R5A3	0	Training	1	Mus musculus	Metazoa	670		False
Q05050	Q05050	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	843		False
G5EEV2	G5EEV2	0	Training	3	Caenorhabditis elegans	Metazoa	4062		False
P06813	P06813	0	Training	4	Oryctolagus cuniculus	Metazoa	266		False
Q9SRP6	Q9SRP6	0	Training	0	Arabidopsis thaliana	Plants	194		False
Q9SSE9	Q9SSE9	0	Training	1	Arabidopsis thaliana	Plants	1027		False
Q6UWF3	Q6UWF3	0	Training	2	Homo sapiens	Metazoa	145		True
O88291	O88291	0	Training	3	Mus musculus	Metazoa	580		False
Q99LW6	Q99LW6	0	Training	4	Mus musculus	Metazoa	179		False
Q12400	Q12400	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		False
P53332	P53332	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	305		False
Q8BZA9	Q8BZA9	0	Training	2	Mus musculus	Metazoa	269		False
Q9BY27	Q9BY27	0	Training	3	Homo sapiens	Metazoa	220		False
O13612	O13612	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	415		False
Q9I7K6	Q9I7K6	0	Training	0	Drosophila melanogaster	Metazoa	492		False
Q6GYP7	Q6GYP7	0	Training	1	Mus musculus	Metazoa	2035		False
Q8NBF2	Q8NBF2	0	Training	2	Homo sapiens	Metazoa	726		False
Q13336	Q13336	0	Training	3	Homo sapiens	Metazoa	389		True
P47821	P47821	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		False
Q9NZQ3	Q9NZQ3	0	Training	0	Homo sapiens	Metazoa	722		False
Q7XA78	Q7XA78	0	Training	1	Arabidopsis thaliana	Plants	264		False
O42855	O42855	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303		False
Q8IWL8	Q8IWL8	0	Training	3	Homo sapiens	Metazoa	128		False
Q9H875	Q9H875	0	Training	4	Homo sapiens	Metazoa	184		False
P34224	P34224	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	193		False
Q9XZ34	Q9XZ34	0	Training	1	Drosophila melanogaster	Metazoa	1416		False
P29692	P29692	0	Training	2	Homo sapiens	Metazoa	281		False
Q15287	Q15287	0	Training	3	Homo sapiens	Metazoa	305		False
Q5SNT2	Q5SNT2	0	Training	4	Homo sapiens	Metazoa	666		False
Q9NYG5	Q9NYG5	0	Training	0	Homo sapiens	Metazoa	84		False
P40063	P40063	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	208		False
Q9BXL8	Q9BXL8	0	Training	2	Homo sapiens	Metazoa	241		False
Q9SK50	Q9SK50	0	Training	3	Arabidopsis thaliana	Plants	539		False
Q9LVA9	Q9LVA9	0	Training	4	Arabidopsis thaliana	Plants	420		False
P06652	P06652	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	596		False
G2TRN4	G2TRN4	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	104		False
Q6C6R8	Q6C6R8	0	Training	2	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	417		False
Q61464	Q61464	0	Training	3	Mus musculus	Metazoa	1960		False
Q9BRT3	Q9BRT3	0	Training	4	Homo sapiens	Metazoa	115		False
Q9LRB7	Q9LRB7	0	Training	0	Oryza sativa subsp. japonica	Plants	325		True
Q70Z53	Q70Z53	0	Training	1	Homo sapiens	Metazoa	315		False
O94468	O94468	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	213		False
Q6TA49	Q6TA49	0	Training	3	Sus scrofa	Metazoa	289		True
Q8GWQ6	Q8GWQ6	0	Training	4	Arabidopsis thaliana	Plants	232		False
O74387	O74387	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287		False
O60356	O60356	0	Training	1	Homo sapiens	Metazoa	82		False
Q10R09	Q10R09	0	Training	2	Oryza sativa subsp. japonica	Plants	310		False
Q12507	Q12507	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346		False
Q9ULV3	Q9ULV3	0	Training	4	Homo sapiens	Metazoa	898		False
Q9M3K7	Q9M3K7	0	Training	0	Spinacia oleracea	Plants	101		False
P06774	P06774	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	265		False
Q07799	Q07799	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	665		False
Q7Z418	Q7Z418	0	Training	3	Homo sapiens	Metazoa	384		True
